--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Standard,,,,,,,,,,,-additional
572,Cristián Zapata,co COL,DF,Milan,29,1986,13.0,1,6,4,66.7,0.46,0.31,0.17,0.25,0,0,Matches,b1deecf8
573,Duván Zapata,co COL,FW,Udinese,25,1991,34.9,10,78,38,48.7,2.23,1.09,0.13,0.26,1,1,Matches,d3de9af0
574,Davide Zappacosta,it ITA,DF,Torino,24,1992,26.0,1,28,6,21.4,1.08,0.23,0.04,0.17,0,0,Matches,7fe90ccd
575,Mauro Zárate,ar ARG,FW,Fiorentina,29,1987,2.3,2,12,4,33.3,5.12,1.71,0.17,0.50,0,0,Matches,cc18ff4c
576,Piotr Zieliński,pl POL,MF,Napoli,22,1994,20.8,5,31,9,29.0,1.49,0.43,0.16,0.56,0,0,Matches,a5296e55
577,Ervin Zukanović,ba BIH,DF,Atalanta,29,1987,15.4,0,11,2,18.2,0.72,0.13,0.00,0.00,0,0,Matches,1253a12e
578,Dario Župarić,ba BIH,DF,Pescara,24,1992,3.8,0,2,0,0.0,0.53,0.00,0.00,,0,0,Matches,c6f99e42
579,Filip Đorđević,rs SRB,FW,Lazio,28,1987,5.2,0,7,3,42.9,1.36,0.58,0.00,0.00,0,0,Matches,dfb933e0
580,Filip Đuričić,rs SRB,MF,Sampdoria,24,1992,5.7,0,6,3,50.0,1.05,0.53,0.00,0.00,0,0,Matches,eccbe56a
581,Giorgio Spizzichino,,,Lazio,,,0.1,0,,0,,,0.00,,,0,0,Matches,Giorgio-Spizzichino
582,Giuseppe Borello,,,Crotone,,,0.0,0,,0,,,0.00,,,0,0,Matches,Giuseppe-Borello


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2016-2017/shooting/2016-2017-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_shooting">View Original Table</a><br>Generated 8/25/2026.
