--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,,Starts,,,Subs,,,Team Success,,,,,,,-additional
170,Matteo Cocchi,it ITA,DF,Inter,17,2007,0,,,,,0,,0,0,,5,,,,,,,Matches,2081c175
171,Saúl Coco,gq EQG,DF,Torino,25,1999,32,2845,89,83.2,31.6,32,89,29,0,,3,1.19,34,36,-2,-0.06,+0.56,Matches,d0ee1652
172,Andrea Cogoni,it ITA,DF,Cagliari,18,2006,0,,,,,0,,0,0,,3,,,,,,,Matches,b3bc5d49
173,Leonardo Colombo,it ITA,MF,Monza,19,2005,0,,,,,0,,0,0,,20,,,,,,,Matches,e9f5f7c4
174,Lorenzo Colombo,it ITA,FWMF,Empoli,22,2002,37,2233,60,65.3,24.8,26,72,7,11,33,0,0.76,27,36,-9,-0.36,+0.93,Matches,04df29a5
175,Andrea Colpani,it ITA,MF,Fiorentina,25,1999,25,1450,58,42.4,16.1,18,71,2,7,25,2,1.56,25,20,+5,+0.31,-0.33,Matches,6499048c
176,Florinel Coman,ro ROU,MFFW,Cagliari,26,1998,9,263,29,7.7,2.9,2,46,0,7,25,4,0.67,3,4,-1,-0.34,+0.09,Matches,a9440c25
177,Pietro Comi,it ITA,DF,Atalanta,19,2005,0,,,,,0,,0,0,,7,,,,,,,Matches,4f74f779
178,Pietro Comuzzo,it ITA,DF,Fiorentina,19,2005,33,2200,67,64.3,24.4,24,85,18,9,18,4,1.88,35,25,+10,+0.41,-0.25,Matches,5e3ecc35
179,Francisco Conceição,pt POR,MF,Juventus,21,2002,26,1340,52,39.2,14.9,12,84,4,14,24,2,1.81,28,16,+12,+0.81,+0.33,Matches,5ef3d210
180,Nikita Contini,it ITA,GK,Napoli,28,1996,0,,,0.0,0.0,0,,0,0,,29,1.00,1,1,0,,,Matches,e95069bb
181,Diego Coppola,it ITA,DF,Hellas Verona,20,2003,34,2927,86,85.6,32.5,33,89,32,1,2,1,1.09,31,51,-20,-0.61,+1.58,Matches,22ae86f9
182,Tommaso Corazza,it ITA,MF,Bologna,20,2004,0,,,,,0,,0,0,,17,,,,,,,Matches,c1b9b13c
183,Maxwel Cornet,ci CIV,MF,Genoa,27,1996,7,246,35,7.2,2.7,2,60,0,5,25,0,1.57,6,4,+2,+0.73,+1.13,Matches,beb391dd
184,Christian Corradi,it ITA,DF,Hellas Verona,19,2005,0,,,,,0,,0,0,,12,,,,,,,Matches,6d09000e
185,Joaquín Correa,ar ARG,FWMF,Inter,29,1994,19,731,38,21.4,8.1,6,79,4,13,20,14,2.11,13,7,+6,+0.74,-0.53,Matches,45b9b619
186,Edoardo Corvi,it ITA,GK,Parma,23,2001,0,,,,,0,,0,0,,38,,,,,,,Matches,a89398db
187,Alberto costa,pt POR,DFMF,Juventus,20,2003,9,357,40,10.4,4.0,3,71,1,6,24,9,1.56,7,3,+4,+1.01,+0.45,Matches,4d36e5ae
188,João Costa,br BRA,MF,Roma,19,2005,0,,,,,0,,0,0,,3,,,,,,,Matches,26952edc
189,Lassana Coulibaly,ml MLI,MF,Lecce,28,1996,38,2667,70,78.0,29.6,30,80,17,8,32,0,0.89,23,38,-15,-0.51,+1.41,Matches,85a44ecc
190,Woyo Coulibaly,ml MLI,DF,Parma,25,1999,14,1084,77,31.7,12.0,12,85,10,2,32,3,1.00,16,23,-7,-0.58,-0.31,Matches,beb6e3a6
191,Bryan Cristante,it ITA,MF,Roma,29,1995,30,2045,68,59.8,22.7,23,81,15,7,25,0,1.73,28,20,+8,+0.35,-0.50,Matches,16657b95
192,Domen Črnigoj,si SVN,MF,Venezia,28,1995,8,136,17,4.0,1.5,1,45,0,7,13,10,1.00,1,4,-3,-1.99,-1.41,Matches,22cd43d2
193,Juan Cuadrado,co COL,MFFW,Atalanta,36,1988,23,832,36,24.3,9.2,7,60,1,16,26,6,1.96,19,4,+15,+1.62,+0.72,Matches,0ab1f153
194,Hugo Cuenca,py PAR,MF,Genoa,19,2005,0,,,,,0,,0,0,,4,,,,,,,Matches,fde33205
195,Hugo Cuenca,py PAR,MF,Milan,19,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,fde33205
196,Patrick Cutrone,it ITA,FW,Como,26,1998,33,2047,62,59.9,22.7,23,77,5,10,27,5,1.09,27,31,-4,-0.18,-0.24,Matches,a4fe8cda
197,Wylan Cyprien,fr FRA,MF,Parma,29,1995,2,28,14,0.8,0.3,0,,0,2,14,1,2.00,1,0,+1,+3.21,+3.61,Matches,3e092724
198,Marco D'Alessandro,it ITA,FWMF,Monza,33,1991,0,,,,,0,,0,0,,2,,,,,,,Matches,060606ec
199,Danilo D'Ambrosio,it ITA,DF,Monza,35,1988,20,1095,55,32.0,12.2,12,81,4,8,16,6,0.45,10,24,-14,-1.15,-0.11,Matches,44eb9093
200,Lucas Da Cunha,fr FRA,MF,Como,23,2001,36,2613,73,76.4,29.0,30,82,14,6,25,2,1.28,35,37,-2,-0.07,+0.04,Matches,007faf7a
201,Giovanni Daffara,it ITA,GK,Juventus,19,2004,0,,,,,0,,0,0,,2,,,,,,,Matches,be0ddfe4
202,Samuel Dahl,se SWE,DF,Roma,21,2003,2,43,22,1.3,0.5,0,,0,2,22,20,0.00,2,2,0,0.00,-0.56,Matches,bbe7d20b
203,Dario Daka,al ALB,FW,Lecce,20,2004,0,,,,,0,,0,0,,2,,,,,,,Matches,9d76f6c5
204,Marco Dalla Vecchia,it ITA,MF,Torino,19,2005,0,,,,,0,,0,0,,7,,,,,,,Matches,6adb3f4d
205,Thijs Dallinga,nl NED,FW,Bologna,23,2000,31,1154,37,33.7,12.8,11,73,2,20,18,7,1.68,19,15,+4,+0.31,+0.07,Matches,b70afb45
206,Maat Daniel Caprini,it ITA,FW,Fiorentina,18,2006,2,8,4,0.2,0.1,0,,0,2,4,12,1.50,0,1,-1,-11.25,-11.78,Matches,183934cd
207,Flavius Daniliuc,at AUT,DF,Hellas Verona,23,2001,18,1004,56,29.4,11.2,9,86,4,9,26,17,0.83,9,24,-15,-1.34,-0.71,Matches,7ef972c3
208,Danilo,br BRA,DF,Juventus,33,1991,12,581,48,17.0,6.5,6,87,4,6,10,5,1.83,13,12,+1,+0.15,-0.54,Matches,94b2001f
209,Matteo Darmian,it ITA,MFDF,Inter,34,1989,29,1781,61,52.1,19.8,20,81,11,9,19,4,2.28,45,14,+31,+1.57,+0.85,Matches,96e0490d
210,Juan David Cabal,co COL,DF,Juventus,23,2001,7,460,66,13.5,5.1,6,75,3,1,11,5,2.14,13,6,+7,+1.37,+0.88,Matches,ef6eef89
211,Keinan Davis,eng ENG,FW,Udinese,26,1998,23,1066,46,31.2,11.8,10,81,4,13,20,2,1.09,10,20,-10,-0.84,-0.65,Matches,9deaf2c8
212,Paweł Dawidowicz,pl POL,DFMF,Hellas Verona,29,1995,26,1845,71,53.9,20.5,24,75,15,2,19,1,1.12,20,30,-10,-0.49,+0.77,Matches,16bb656a
213,Charles De Ketelaere,be BEL,MFFW,Atalanta,23,2001,36,2070,58,60.5,23.0,25,70,5,11,28,0,1.89,49,22,+27,+1.17,+0.24,Matches,2ef7c612
214,Giorgio De Marzi,us USA,GK,Roma,17,2007,0,,,,,0,,0,0,,19,,,,,,,Matches,6ee7bae3
215,Giacomo De Pieri,it ITA,MF,Inter,17,2006,0,,,,,0,,0,0,,2,,,,,,,Matches,5f22bcd7
216,Mattia De Sciglio,it ITA,DF,Empoli,31,1992,16,769,48,22.5,8.5,7,80,5,9,23,16,0.63,4,23,-19,-2.22,-1.99,Matches,ae4e2852
217,Lorenzo De Silvestri,it ITA,DF,Bologna,36,1988,18,1060,59,31.0,11.8,13,75,3,5,16,19,1.72,13,11,+2,+0.17,-0.14,Matches,e74f0e59
218,Koni De Winter,be BEL,DF,Genoa,22,2002,25,2135,85,62.4,23.7,23,90,23,2,33,2,1.20,23,33,-10,-0.42,-0.28,Matches,f4797849
219,Alessandro Deiola,it ITA,MF,Cagliari,28,1995,29,1432,49,41.9,15.9,16,74,5,13,20,8,0.83,16,22,-6,-0.38,+0.08,Matches,7f267d66
220,Tommaso Del Lungo,it ITA,DF,Atalanta,20,2003,0,,,,,0,,0,0,,9,,,,,,,Matches,e0fbd23c
221,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,23,2001,20,947,47,27.7,10.5,12,68,5,8,17,16,1.55,11,16,-5,-0.48,-1.09,Matches,121a4fb8
222,Alessandro Dellavalle,it ITA,DF,Torino,20,2004,0,,,,,0,,0,0,,2,,,,,,,Matches,227f25be
223,Enrico Delprato,it ITA,DFMF,Parma,24,1999,34,2947,87,86.2,32.7,32,89,31,2,52,1,0.94,39,49,-10,-0.31,+0.46,Matches,4c6f9258
224,Ali Dembélé,fr FRA,DF,Torino,20,2004,15,388,26,11.3,4.3,4,59,0,11,14,22,1.67,3,8,-5,-1.16,-1.13,Matches,eb3df7d9
225,Gianluca Di Chiara,it ITA,DFMF,Parma,30,1993,0,,,,,0,,0,0,,11,,,,,,,Matches,68852c0a
226,Raffaele Di Gennaro,it ITA,GK,Inter,30,1993,0,,,,,0,,0,0,,25,,,,,,,Matches,7a4050d5
227,Michele Di Gregorio,it ITA,GK,Juventus,27,1997,33,2970,90,86.8,33.0,33,90,33,0,,5,1.85,50,32,+18,+0.55,-0.45,Matches,4e0c8d66
228,Giovanni Di Lorenzo,it ITA,DF,Napoli,30,1993,37,3330,90,97.4,37.0,37,90,37,0,,0,2.14,56,27,+29,+0.78,-2.22,Matches,230a2fac
229,Alessandro Di Pardo,it ITA,DFMF,Cagliari,25,1999,0,,,,,0,,0,0,,1,,,,,,,Matches,e0ce7038
230,Boulaye Dia,sn SEN,MFFW,Lazio,27,1996,35,2177,62,63.7,24.2,27,72,5,8,31,2,1.77,39,24,+15,+0.62,+0.84,Matches,244bc2c8
231,Assane Diao,sn SEN,MFFW,Como,18,2005,15,1252,83,36.6,13.9,14,84,6,1,71,0,1.40,23,15,+8,+0.58,+1.03,Matches,8ae7d0ec
232,Federico Dimarco,it ITA,MF,Inter,26,1997,33,2177,66,63.7,24.2,29,72,5,4,26,2,2.00,50,17,+33,+1.36,+0.57,Matches,970b8574
233,Berat Djimsiti,al ALB,DF,Atalanta,31,1993,34,2640,78,77.2,29.3,32,81,23,2,27,1,1.88,59,31,+28,+0.95,-0.55,Matches,6eee05f1
234,Dodô,br BRA,DFMF,Fiorentina,25,1998,35,3115,89,91.1,34.6,35,89,31,0,,0,1.77,57,36,+21,+0.61,+1.20,Matches,b5f7d10b
235,Benjamín Domínguez,ar ARG,MF,Bologna,20,2003,24,1281,53,37.5,14.2,16,71,1,8,17,11,1.71,22,16,+6,+0.42,+0.25,Matches,a83b47fa
236,Antonio Donnarumma,it ITA,GK,Torino,34,1990,0,,,,,0,,0,0,,38,,,,,,,Matches,a4bd9edd
237,Ifenna Dorgu,dk DEN,FW,Genoa,17,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,cb7ea1f2
238,Patrick Dorgu,dk DEN,MFDF,Lecce,19,2004,21,1840,88,53.8,20.4,21,88,19,0,,1,0.90,15,40,-25,-1.22,-0.88,Matches,e6536124
239,Alberto Dossena,it ITA,DF,Como,25,1998,23,1825,79,53.4,20.3,20,87,14,3,29,3,0.91,25,34,-9,-0.44,-0.78,Matches,61efb926
240,Issa Doumbia,it ITA,MF,Venezia,20,2003,24,939,39,27.5,10.4,10,70,0,14,17,12,0.83,9,16,-7,-0.67,-0.05,Matches,b74fc282
241,Anastasios Douvikas,gr GRE,FW,Como,24,1999,13,580,45,17.0,6.4,6,72,2,7,21,1,1.85,10,8,+2,+0.31,+0.47,Matches,853ca71c
242,Artem Dovbyk,ua UKR,FW,Roma,27,1997,32,2418,76,70.7,26.9,27,84,10,5,31,3,1.59,39,27,+12,+0.45,-0.36,Matches,5b847bb0
243,Ondrej Duda,sk SVK,MF,Hellas Verona,29,1994,28,2395,86,70.0,26.6,27,87,19,1,45,0,1.14,25,35,-10,-0.38,+1.56,Matches,79ca3e23
244,Denzel Dumfries,nl NED,MF,Inter,28,1996,29,1955,67,57.2,21.7,20,85,16,9,28,4,2.03,45,23,+22,+1.01,-0.34,Matches,481c9ece
245,Alfred Duncan,gh GHA,MF,Venezia,31,1993,16,957,60,28.0,10.6,12,76,6,4,11,4,0.56,8,19,-11,-1.03,-0.56,Matches,528492ea
246,Paulo Dybala,ar ARG,FWMF,Roma,30,1993,24,1417,59,41.4,15.7,16,80,5,8,18,7,1.63,29,15,+14,+0.89,+0.57,Matches,e0921a4f
247,Festy Ebosele,ie IRL,DFMF,Udinese,21,2002,0,,,,,0,,0,0,,2,,,,,,,Matches,dbfa4f16
248,Enzo Ebosse,cm CMR,DF,Udinese,25,1999,2,90,45,2.6,1.0,0,,0,2,45,15,0.00,0,1,-1,-1.00,-0.62,Matches,9ba7b4fa
249,Tyronne Ebuehi,ng NGA,DF,Empoli,28,1995,4,74,19,2.2,0.8,0,,0,4,19,5,1.25,1,1,0,0.00,+0.70,Matches,6af30900
250,Kingsley Ehizibue,nl NED,MFDF,Udinese,29,1995,33,2498,76,73.0,27.8,30,81,15,3,23,1,1.15,28,40,-12,-0.43,-0.14,Matches,76b2817e
251,Jeff Ekhator,it ITA,FWMF,Genoa,17,2006,24,769,32,22.5,8.5,6,70,0,18,19,9,1.04,10,11,-1,-0.12,+0.26,Matches,faf739d2
252,Jurgen Ekkelenkamp,nl NED,MF,Udinese,24,2000,34,1892,56,55.3,21.0,20,76,4,14,26,2,1.21,25,30,-5,-0.24,+0.35,Matches,73d6a176
253,Emmanuel Ekong,se SWE,FW,Empoli,22,2002,15,186,12,5.4,2.1,0,,0,15,12,4,1.07,0,1,-1,-0.48,+0.21,Matches,c20892ee
254,Caleb Ekuban,gh GHA,FW,Genoa,30,1994,18,555,31,16.2,6.2,3,69,0,15,23,0,1.28,7,8,-1,-0.16,+0.18,Matches,7afbd2c3
255,Mikael Ellertsson,is ISL,MF,Venezia,22,2002,36,2470,69,72.2,27.4,29,79,11,7,25,1,0.81,25,32,-7,-0.26,+1.36,Matches,c55967eb
256,Elif Elmas,mk MKD,MFFW,Torino,24,1999,13,1021,79,29.9,11.3,12,83,6,1,29,1,1.23,10,13,-3,-0.26,-0.15,Matches,cf007308
257,Emerson,br BRA,DF,Milan,25,1999,17,1377,81,40.3,15.3,16,85,10,1,24,3,1.53,23,16,+7,+0.46,-0.03,Matches,df8b52a5
258,Yannik Engelhardt,de GER,MFDF,Como,23,2001,26,1164,45,34.0,12.9,11,84,7,15,16,11,1.46,13,22,-9,-0.70,-0.94,Matches,fac66db3
259,Martin Erlić,hr CRO,DF,Bologna,26,1998,8,334,42,9.8,3.7,5,59,2,3,13,22,0.88,3,3,0,0.00,-0.29,Matches,0fee6bda
260,Mattia Esposito,it ITA,DF,Napoli,18,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,2ff1bac6
261,Sebastian Esposito,au AUS,DF,Lecce,19,2005,0,,,,,0,,0,0,,1,,,,,,,Matches,75118ebf
262,Sebastiano Esposito,it ITA,FWMF,Empoli,22,2002,33,2331,71,68.2,25.9,27,80,8,6,27,1,0.79,25,42,-17,-0.66,+0.09,Matches,7ff93107
263,Estanis,es ESP,FW,Bologna,20,2003,1,9,9,0.3,0.1,0,,0,1,9,7,3.00,0,0,0,0.00,-0.26,Matches,ace50e9f
264,Nahuel Estévez,ar ARG,MF,Parma,28,1995,14,657,47,19.2,7.3,7,59,1,7,35,10,1.53,10,10,0,0.00,+0.46,Matches,cec60a2f
265,Giovanni Fabbian,it ITA,MF,Bologna,21,2003,30,1023,34,29.9,11.4,9,64,1,21,21,8,1.57,17,18,-1,-0.09,-0.50,Matches,f97f9188
266,Alieu Fadera,gm GAM,MF,Como,22,2001,28,1644,59,48.1,18.3,20,77,6,8,14,6,1.32,25,24,+1,+0.05,+0.26,Matches,53210e42
267,Nicolò Fagioli,it ITA,MF,Juventus,23,2001,17,571,34,16.7,6.3,5,74,2,12,17,6,1.71,13,9,+4,+0.63,+0.03,Matches,366be751
268,Nicolò Fagioli,it ITA,MF,Fiorentina,23,2001,15,962,64,28.1,10.7,10,84,5,5,25,0,1.53,16,14,+2,+0.19,-0.44,Matches,366be751
269,Wladimiro Falcone,it ITA,GK,Lecce,29,1995,38,3420,90,100.0,38.0,38,90,38,0,,0,0.89,27,58,-31,-0.82,,Matches,9f5a610b
270,Darius Fălcușan,ro ROU,DF,Empoli,18,2006,0,,,,,0,,0,0,,2,,,,,,,Matches,ac7f5293
271,Davide Faraoni,it ITA,MFDF,Hellas Verona,32,1991,8,260,33,7.6,2.9,3,66,0,5,13,24,1.33,4,5,-1,-0.35,+0.54,Matches,aae9d04a
272,Jacopo Fazzini,it ITA,MF,Empoli,21,2003,20,1383,69,40.4,15.4,16,80,6,4,25,2,0.75,17,25,-8,-0.52,+0.27,Matches,06b08c45
273,Mattia Felici,it ITA,MF,Cagliari,23,2001,20,925,46,27.0,10.3,9,71,1,11,26,17,0.85,10,13,-3,-0.29,+0.18,Matches,38aa2612
274,João Félix,pt POR,MF,Milan,24,1999,15,760,51,22.2,8.4,8,73,1,7,25,1,1.67,19,8,+11,+1.30,+1.07,Matches,8aafd64f
275,William Feola,it ITA,DF,Como,18,2006,0,,,,,0,,0,0,,2,,,,,,,Matches,311fc291
276,Lewis Ferguson,sct SCO,MF,Bologna,24,1999,16,983,61,28.7,10.9,10,84,8,6,25,9,1.94,22,12,+10,+0.92,+0.92,Matches,ee64a822
277,Daniel Fila,cz CZE,FW,Venezia,21,2002,10,492,49,14.4,5.5,6,68,0,4,22,4,0.70,3,6,-3,-0.55,+0.10,Matches,383a628e
278,Seydou Fini,it ITA,FW,Genoa,18,2006,0,,,,,0,,0,0,,1,,,,,,,Matches,6411925d
279,Alessandro Florenzi,it ITA,DFFW,Milan,33,1991,1,5,5,0.1,0.1,0,,0,1,5,10,3.00,0,0,0,0.00,-0.47,Matches,e288d4b3
280,Youssouf Fofana,fr FRA,MF,Milan,25,1999,35,2504,72,73.2,27.8,29,81,18,6,28,0,1.66,39,29,+10,+0.36,-0.43,Matches,822d51d7
281,Michael Folorunsho,it ITA,FWMF,Napoli,26,1998,6,35,6,1.0,0.4,0,,0,6,6,5,2.17,0,0,0,0.00,-0.85,Matches,c391a179
282,Michael Folorunsho,it ITA,MF,Fiorentina,26,1998,14,650,46,19.0,7.2,6,83,3,8,19,1,1.50,9,6,+3,+0.42,-0.10,Matches,c391a179
283,Alessandro Fontanarosa,it ITA,DF,Inter,21,2003,0,,,,,0,,0,0,,2,,,,,,,Matches,8961065a
284,Omari Forson,eng ENG,FW,Monza,20,2004,9,223,25,6.5,2.5,1,64,0,8,20,22,0.33,1,4,-3,-1.21,-0.14,Matches,1b9728b0
285,Niccolò Fortini,it ITA,MF,Fiorentina,18,2006,0,,,,,0,,0,0,,2,,,,,,,Matches,ed336580
286,Davide Frattesi,it ITA,MF,Inter,24,1999,28,1225,44,35.8,13.6,9,83,5,19,25,8,2.07,25,16,+9,+0.66,-0.77,Matches,2a7d27c1
287,Morten Frendrup,dk DEN,MF,Genoa,23,2001,35,3103,89,90.7,34.5,35,89,31,0,,1,1.11,31,42,-11,-0.32,-0.04,Matches,f4d60499
288,Martin Frese,dk DEN,DFMF,Hellas Verona,26,1998,11,549,50,16.1,6.1,5,83,4,6,22,3,1.09,7,7,0,0.00,+1.00,Matches,b910e9c0
289,Remo Freuler,ch SUI,MF,Bologna,32,1992,37,3204,87,93.7,35.6,37,87,27,0,,0,1.59,52,44,+8,+0.22,-0.61,Matches,98d2c2c4
290,Christian Früchtl,de GER,GK,Lecce,24,2000,0,,,,,0,,0,0,,38,,,,,,,Matches,1940be91
291,Alessio Furlanetto,it ITA,GK,Lazio,22,2002,0,,,,,0,,0,0,,38,,,,,,,Matches,95d9f4dd
292,Matteo Gabbia,it ITA,DF,Milan,24,1999,26,2152,83,62.9,23.9,24,88,20,2,15,8,1.88,42,22,+20,+0.84,+0.98,Matches,c235e803
293,Tommaso Gabellini,it ITA,FW,Torino,17,2006,1,10,10,0.3,0.1,0,,0,1,10,5,0.00,0,0,0,0.00,+0.16,Matches,2c105080
294,Tiago Gabriel,pt POR,DF,Lecce,19,2004,2,96,48,2.8,1.1,0,,0,2,48,14,0.50,1,1,0,0.00,+0.84,Matches,19452285
295,Alessandro Gabrielloni,it ITA,FW,Como,30,1994,15,142,9,4.2,1.6,0,,0,15,9,14,1.13,4,3,+1,+0.63,+0.74,Matches,181cb492
296,Gianluca Gaetano,it ITA,MF,Napoli,24,2000,0,,,,,0,,0,0,,1,,,,,,,Matches,3b387cc7
297,Gianluca Gaetano,it ITA,MFFW,Cagliari,24,2000,28,1009,36,29.5,11.2,8,61,0,20,26,6,0.93,18,11,+7,+0.62,+1.48,Matches,3b387cc7
298,Roberto Gagliardini,it ITA,MF,Monza,30,1994,8,180,23,5.3,2.0,0,,0,8,23,1,0.75,0,3,-3,-1.50,-0.44,Matches,ce30bfc8
299,Antonino Gallo,it ITA,DF,Lecce,24,2000,31,2609,84,76.3,29.0,31,84,24,0,,1,0.90,17,34,-17,-0.59,+0.97,Matches,c74d63ac
300,Silvère Ganvoula,cg CGO,FW,Monza,28,1996,7,326,47,9.5,3.6,4,67,1,3,19,3,0.14,1,10,-9,-2.48,-1.55,Matches,6c731625
301,Federico Gatti,it ITA,DF,Juventus,26,1998,30,2195,73,64.2,24.4,26,83,18,4,10,3,1.83,35,19,+16,+0.66,+0.14,Matches,18dd3219
302,David de Gea,es ESP,GK,Fiorentina,33,1990,35,3150,90,92.1,35.0,35,90,35,0,,3,1.77,57,38,+19,+0.54,+0.54,Matches,7ba6d84e
303,Valentin Gendrey,fr FRA,DF,Lecce,24,2000,2,180,90,5.3,2.0,2,90,2,0,,0,0.00,0,6,-6,-3.00,-2.31,Matches,822ed0ec
304,Daniele Ghilardi,it ITA,DF,Hellas Verona,21,2003,24,2029,85,59.3,22.5,21,90,19,3,49,11,1.04,18,34,-16,-0.71,+0.33,Matches,9cedad4b
305,Lautaro Gianetti,ar ARG,DF,Udinese,30,1993,15,878,59,25.7,9.8,11,76,5,4,11,14,1.40,10,17,-7,-0.72,-0.43,Matches,e08ac719
306,Samuel Gigot,fr FRA,DF,Lazio,30,1993,15,683,46,20.0,7.6,7,81,4,8,14,18,2.27,17,5,+12,+1.58,+1.58,Matches,41eebdf5
307,Javier Gil,es ESP,DF,Juventus,18,2006,0,,,,,0,,0,0,,3,,,,,,,Matches,e91df21a
308,Mario Gila,es ESP,DF,Lazio,23,2000,32,2741,86,80.1,30.5,31,88,28,1,21,2,1.81,49,35,+14,+0.46,+0.72,Matches,9c435456
309,Billy Gilmour,sct SCO,MF,Napoli,23,2001,26,1177,45,34.4,13.1,13,76,4,13,15,9,2.15,16,8,+8,+0.61,-0.35,Matches,df10e27c
310,Santiago Giménez,mx MEX,FW,Milan,23,2001,14,669,48,19.6,7.4,7,69,1,7,27,0,1.57,15,9,+6,+0.81,+0.41,Matches,37337aea
311,Gvidas Gineitis,lt LTU,MF,Torino,20,2004,30,1430,48,41.8,15.9,15,69,5,15,27,2,1.17,13,20,-7,-0.44,-0.49,Matches,548bd0de
312,Francesco Gioielli,it ITA,MF,Napoli,20,2004,0,,,,,0,,0,0,,2,,,,,,,Matches,6ced606e
313,Ben Godfrey,eng ENG,DFMF,Atalanta,26,1998,1,23,23,0.7,0.3,0,,0,1,23,14,3.00,0,0,0,0.00,-1.09,Matches,9f7c837d
314,Saba Goglichidze,ge GEO,DF,Empoli,20,2004,33,2539,77,74.2,28.2,29,82,17,4,41,4,0.64,25,49,-24,-0.85,-0.65,Matches,011d370e
315,Edoardo Goldaniga,it ITA,DF,Como,30,1993,32,2532,79,74.0,28.1,28,89,27,4,12,3,1.41,34,38,-4,-0.14,-0.24,Matches,4b029b31
316,Pierluigi Gollini,it ITA,GK,Genoa,29,1995,7,630,90,18.4,7.0,7,90,7,0,,8,0.71,5,15,-10,-1.43,-1.36,Matches,f0f7f62f
317,Pierluigi Gollini,it ITA,GK,Roma,29,1995,0,,,,,0,,0,0,,16,,,,,,,Matches,f0f7f62f
318,Nicolás González,ar ARG,MFFW,Juventus,26,1998,26,1750,67,51.2,19.4,23,75,5,3,7,1,1.77,28,18,+10,+0.51,-0.19,Matches,2374aaca
319,Robin Gosens,de GER,DFMF,Fiorentina,30,1994,32,2521,79,73.7,28.0,29,84,19,3,27,0,1.81,52,32,+20,+0.71,+0.81,Matches,2d970560
320,Lucas Gourna-Douath,fr FRA,MF,Roma,20,2003,6,229,38,6.7,2.5,2,69,0,4,23,9,2.67,3,0,+3,+1.18,+0.67,Matches,3cd7820a
321,Matteo Grandi,it ITA,GK,Venezia,31,1992,0,,,,,0,,0,0,,38,,,,,,,Matches,f5181061
322,Alberto Grassi,it ITA,MF,Empoli,29,1995,28,2203,79,64.4,24.5,27,81,13,1,17,1,0.68,20,37,-17,-0.69,-0.03,Matches,6cc97b6a
323,Gabriele Guarino,it ITA,DF,Empoli,20,2004,0,,,,,0,,0,0,,2,,,,,,,Matches,e49193cf
324,Mattéo Guendouzi,fr FRA,MF,Lazio,25,1999,37,3270,88,95.6,36.3,37,88,32,0,,0,1.68,59,47,+12,+0.33,+0.33,Matches,5ea8ef20
325,Frederic Guilbert,fr FRA,DF,Lecce,29,1994,31,2435,79,71.2,27.1,31,79,15,0,,2,1.10,23,36,-13,-0.48,+1.16,Matches,5d8d7454
326,Albert Guðmundsson,is ISL,FWMF,Fiorentina,27,1997,24,1273,53,37.2,14.1,16,68,3,8,23,3,1.71,22,12,+10,+0.71,+0.33,Matches,b79858d5
327,Emmanuel Gyasi,gh GHA,MF,Empoli,30,1994,37,3217,87,94.1,35.7,37,87,29,0,,0,0.81,32,55,-23,-0.64,+0.69,Matches,f9758dae
328,Christian Gytkjær,dk DEN,FW,Venezia,34,1990,29,754,26,22.0,8.4,6,69,0,23,15,9,0.76,10,15,-5,-0.60,+0.04,Matches,9250bcff
329,Nicolas Haas,ch SUI,MF,Empoli,28,1996,10,287,29,8.4,3.2,2,83,1,8,15,2,1.50,2,2,0,0.00,+0.75,Matches,fa449bba
330,Saad El Haddad,ma MAR,MF,Venezia,19,2005,3,30,10,0.9,0.3,0,,0,3,10,26,0.00,0,1,-1,-3.00,-2.39,Matches,7b12dccc
331,Antoine Hainaut,fr FRA,DFMF,Parma,22,2002,25,1206,48,35.3,13.4,10,81,5,15,26,12,0.96,19,20,-1,-0.07,+0.45,Matches,6503f220
332,Mohamed Haj,tn TUN,MF,Parma,19,2005,15,453,30,13.2,5.0,3,53,0,12,25,22,0.53,12,10,+2,+0.40,+0.88,Matches,eb7dc619
333,Ridgeciano Haps,sr SUR,MFDF,Venezia,31,1993,25,1369,55,40.0,15.2,14,78,5,11,25,9,0.76,18,23,-5,-0.33,+0.51,Matches,c8d7131c
334,Jonas Harder,it ITA,MF,Fiorentina,18,2005,0,,,,,0,,0,0,,6,,,,,,,Matches,8f5ee740
335,Abdou Harroui,nl NED,MFFW,Hellas Verona,26,1998,10,463,46,13.5,5.1,5,65,1,5,27,1,1.20,8,12,-4,-0.78,+0.07,Matches,65fd099c
336,Luis Hasa,al ALB,MF,Lecce,20,2004,0,,,,,0,,0,0,,11,,,,,,,Matches,ab4f1aa9
337,Luis Hasa,al ALB,MF,Napoli,20,2004,0,,,,,0,,0,0,,19,,,,,,,Matches,ab4f1aa9
338,Pantelis Hatzidiakos,gr GRE,DFMF,Cagliari,27,1997,0,,,,,0,,0,0,,3,,,,,,,Matches,78a3c38e
339,Liam Henderson,sct SCO,MF,Empoli,28,1996,36,2337,65,68.3,26.0,27,79,8,9,22,0,0.86,18,40,-22,-0.85,-0.51,Matches,d7918b13
