--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
624,Oier Zarraga,es ESP,MF,Udinese,25,1999,10.0,0,0,0,12,6,0,19,2,13,,,0,Matches,968a1c2f
625,Jordan Zemura,zw ZIM,MFDF,Udinese,24,1999,15.7,2,0,0,21,7,2,39,17,15,,,0,Matches,e8271ad9
626,Alessio Zerbin,it ITA,FWMF,Napoli,25,1999,0.0,0,0,0,0,0,0,0,0,1,,,0,Matches,d19ef4ef
627,Alessio Zerbin,it ITA,MF,Venezia,25,1999,16.9,4,0,0,36,36,3,75,15,30,,,0,Matches,d19ef4ef
628,Kevin Zeroli,it ITA,MF,Monza,19,2005,4.4,0,0,0,5,1,2,2,2,2,,,0,Matches,7d6d4395
629,Kevin Zeroli,it ITA,MF,Milan,19,2005,0.1,0,0,0,0,0,0,0,0,1,,,0,Matches,7d6d4395
630,Piotr Zieliński,pl POL,MF,Inter,30,1994,10.9,0,0,0,9,16,0,27,6,10,,,0,Matches,a5296e55
631,Nadir Zortea,it ITA,MF,Cagliari,25,1999,30.1,2,0,0,33,22,1,119,19,13,,,0,Matches,82598b71
632,Szymon Żurkowski,pl POL,MF,Empoli,26,1997,1.2,0,0,0,2,1,0,0,1,4,,,0,Matches,4e1d5e59
633,Milan Đurić,ba BIH,FW,Monza,34,1990,14.1,3,0,0,17,18,5,0,3,1,,,0,Matches,405f6586
634,Milan Đurić,ba BIH,FW,Parma,34,1990,3.0,1,0,0,2,6,1,0,0,0,,,0,Matches,405f6586


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">FBref.com</a>: <a href="https://fbref.com/en/comps/11/2024-2025/misc/2024-2025-Serie-A-M-Stats?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#stats_misc">View Original Table</a><br>Generated 8/25/2026.
