--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,Performance,,,,,,,,,,,,,-additional
206,Remo Freuler,ch SUI,MF,Bologna,33,1992,24.6,5,0,0,19,24,1,18,22,31,,,1,Matches,98d2c2c4
207,Niclas Füllkrug,de GER,FW,Milan,32,1993,7.3,0,0,0,8,8,14,1,3,2,,,0,Matches,4f16405e
208,Alessio Furlanetto,it ITA,GK,Lazio,23,2002,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches,95d9f4dd
209,Matteo Gabbia,it ITA,DF,Milan,25,1999,28.1,4,0,0,25,6,0,1,13,14,,,0,Matches,c235e803
210,Tiago Gabriel,pt POR,DF,Lecce,20,2004,35.8,7,0,0,29,40,1,2,46,40,,,1,Matches,19452285
211,Gianluca Gaetano,it ITA,MFFW,Cagliari,25,2000,21.2,4,0,0,26,29,0,38,23,15,,,0,Matches,3b387cc7
212,Roberto Gagliardini,it ITA,MF,Hellas Verona,31,1994,25.2,9,0,0,45,35,0,16,56,40,,,0,Matches,ce30bfc8
213,Antonino Gallo,it ITA,DF,Lecce,25,2000,34.0,3,0,0,7,13,0,134,15,37,,,0,Matches,c74d63ac
214,Omri Gandelman,il ISR,MFFW,Lecce,25,2000,10.8,0,0,0,13,3,1,4,4,6,,,0,Matches,e4b121b3
215,Ulisses Garcia,ch SUI,DF,Sassuolo,29,1996,10.5,3,0,0,11,2,1,34,8,10,,,0,Matches,c952f633
216,Federico Gatti,it ITA,DF,Juventus,27,1998,12.1,3,0,0,17,6,0,2,12,10,,,0,Matches,18dd3219
217,David de Gea,es ESP,GK,Fiorentina,34,1990,37.0,0,0,0,0,6,0,0,0,0,,,0,Matches,7ba6d84e
218,Daniele Ghilardi,it ITA,DF,Roma,22,2003,12.2,1,0,0,23,17,0,3,22,15,,,0,Matches,9cedad4b
219,Andrea Ghion,it ITA,MF,Sassuolo,25,2000,0.1,0,0,0,0,0,0,1,0,1,,,0,Matches,7f24b3eb
220,Mario Gila,es ESP,DF,Lazio,24,2000,27.5,4,1,0,19,25,0,1,26,34,,,0,Matches,9c435456
221,Billy Gilmour,sct SCO,MF,Napoli,24,2001,8.9,1,0,0,9,7,0,6,11,8,,,0,Matches,df10e27c
222,Santiago Giménez,mx MEX,FW,Milan,24,2001,9.9,2,0,0,10,15,7,1,1,5,,,0,Matches,37337aea
223,Gvidas Gineitis,lt LTU,MF,Torino,21,2004,19.5,5,0,0,43,32,1,64,23,28,,,0,Matches,548bd0de
224,Giovane,br BRA,FWMF,Hellas Verona,21,2003,17.0,2,0,0,21,15,8,56,5,9,,,0,Matches,1b567cdc
225,Giovane,br BRA,MFFW,Napoli,21,2003,3.8,0,0,0,3,9,7,11,1,0,,,0,Matches,1b567cdc
226,Saba Goglichidze,ge GEO,DF,Udinese,21,2004,4.7,2,0,0,5,4,0,2,8,8,,,0,Matches,011d370e
227,Edoardo Goldaniga,it ITA,DF,Como,31,1993,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches,4b029b31
228,Nicolás González,ar ARG,FWMF,Juventus,27,1998,0.2,0,0,0,0,3,0,0,0,0,,,0,Matches,2374aaca
229,Olaf Gorter,nl NED,MF,Lecce,20,2005,0.3,0,0,0,1,0,0,0,0,1,,,0,Matches,7b2e8e08
230,Robin Gosens,de GER,DFMF,Fiorentina,31,1994,20.9,2,0,0,24,25,3,41,23,18,,,0,Matches,2d970560
231,Alberto Grassi,it ITA,MF,Cremonese,30,1995,19.5,4,1,0,17,30,0,3,35,11,,,0,Matches,6cc97b6a
232,Jacopo Grossi,it ITA,MF,Genoa,18,2006,0.2,0,0,0,0,0,0,3,0,0,,,0,Matches,61d31a52
233,Albert Grønbaek,dk DEN,MF,Genoa,24,2001,1.1,1,0,0,1,1,0,1,0,2,,,0,Matches,0da5076f
234,Mattéo Guendouzi,fr FRA,MF,Lazio,26,1999,15.9,5,1,0,17,21,0,20,11,8,,,0,Matches,5ea8ef20
235,Idrissa Guèye,sn SEN,FW,Udinese,18,2006,4.7,2,0,0,15,9,3,4,3,4,,,0,Matches,bfecfbde
236,Miguel Gutiérrez,es ESP,MFDF,Napoli,24,2001,16.5,0,0,0,19,28,1,48,7,22,,,0,Matches,7e98cff1
237,Albert Guðmundsson,is ISL,FWMF,Fiorentina,28,1997,25.0,4,1,0,34,30,6,54,3,4,,,0,Matches,b79858d5
238,Jack Harrison,eng ENG,FWMF,Fiorentina,28,1996,10.9,1,0,0,9,7,0,56,2,6,,,0,Matches,aa849a12
239,Abdou Harroui,nl NED,MF,Hellas Verona,27,1998,10.1,3,0,0,22,1,2,28,1,17,,,0,Matches,65fd099c
240,Torbjørn Heggem,no NOR,DF,Bologna,26,1999,23.5,0,1,0,31,12,0,1,25,19,,,0,Matches,834fea76
241,Eivind Helland,no NOR,DF,Bologna,20,2005,5.4,2,0,0,5,1,0,0,7,5,,,0,Matches,c6218f7a
242,Luis Henrique,br BRA,MF,Inter,23,2001,18.0,1,0,0,5,0,1,39,7,16,,,0,Matches,f36d5624
243,Mario Hermoso,es ESP,DF,Roma,30,1995,23.2,9,0,0,40,19,0,10,30,20,,,0,Matches,555f3a0b
244,Hernani,br BRA,MF,Parma,31,1994,0.8,0,0,0,2,3,1,2,1,0,,,0,Matches,6f5ead86
245,Isak Hien,se SWE,DF,Atalanta,26,1999,21.9,5,0,0,36,21,0,0,29,34,,,1,Matches,12806697
246,Malthe Hojholt,dk DEN,MF,Pisa,24,2001,9.4,2,0,0,13,5,0,4,9,8,,,0,Matches,b52b9079
247,Emil Holm,se SWE,DF,Bologna,25,2000,7.3,3,1,1,11,14,0,23,7,13,,,0,Matches,c2357b65
248,Emil Holm,se SWE,MF,Juventus,25,2000,2.6,0,0,0,0,5,0,6,3,5,,,0,Matches,c2357b65
249,Elseid Hysaj,al ALB,DF,Lazio,31,1994,1.9,0,0,0,0,1,0,2,2,0,,,0,Matches,2f3452eb
250,Rasmus Højlund,dk DEN,FW,Napoli,22,2003,30.6,1,0,0,37,53,20,3,0,1,,,0,Matches,491a433d
251,Edoardo Iannoni,it ITA,MF,Sassuolo,24,2001,2.9,3,0,0,11,0,1,2,3,3,,,0,Matches,59f33d97
252,Riyad Idrissi,it ITA,MFDF,Cagliari,20,2005,8.7,3,0,0,9,6,1,23,9,15,,,0,Matches,39003cd3
253,Jay Idzes,id IDN,DF,Sassuolo,25,2000,34.0,2,0,0,33,14,1,1,38,15,,,0,Matches,a54ef587
254,Ivan Ilić,rs SRB,MF,Torino,24,2001,4.6,2,0,0,9,4,0,2,5,5,,,0,Matches,bb376bed
255,Samuel Iling-Junior,eng ENG,MF,Pisa,21,2003,1.2,0,0,0,1,0,0,5,0,2,,,0,Matches,ba492306
256,Emirhan İlkhan,tr TUR,MF,Torino,21,2004,11.1,2,1,0,11,18,0,7,13,19,,,0,Matches,a47c6309
257,Ciro Immobile,it ITA,FW,Bologna,35,1990,2.1,1,0,0,8,3,5,3,0,0,,,0,Matches,4431aed2
258,Isaac,br BRA,FW,Hellas Verona,21,2004,0.4,0,0,0,1,2,0,1,0,0,,,0,Matches,f689c342
259,Gustav Isaksen,dk DEN,FW,Lazio,24,2001,17.7,0,0,0,18,57,1,32,7,8,,,0,Matches,5715bb71
260,Ardian Ismajli,al ALB,DF,Torino,28,1996,21.2,5,0,0,21,18,1,8,36,14,,,0,Matches,6b635f5c
261,Franco Israel,uy URU,GK,Torino,25,2000,9.0,1,0,0,0,3,0,0,0,0,,,0,Matches,1f994616
262,Ardon Jashari,ch SUI,MF,Milan,23,2002,7.8,0,0,0,11,8,0,11,5,11,,,0,Matches,889588db
263,Gaby Jean,fr FRA,DF,Lecce,25,2000,2.2,1,0,0,1,2,0,0,1,3,,,0,Matches,5f130a19
264,Oliver Jensen,dk DEN,MF,Parma,23,2002,20.4,2,0,0,13,20,2,14,17,8,,,0,Matches,53e442e2
265,Juan Jesus,br BRA,DF,Napoli,34,1991,18.6,10,1,1,39,2,0,1,26,22,,,0,Matches,79083382
266,Álex Jiménez,es ESP,DF,Milan,20,2005,0.5,1,0,0,0,1,0,1,0,0,,,0,Matches,faa13947
267,Þórir Jóhann Helgason,is ISL,MF,Lecce,24,2000,1.6,0,0,0,0,0,0,6,3,0,,,0,Matches,dc765618
268,Dennis Johnsen,no NOR,MFFW,Cremonese,27,1998,4.3,0,0,0,2,4,1,12,0,2,,,0,Matches,66784dee
269,Mohamed Kaba,gn GUI,MF,Lecce,23,2001,7.0,1,0,0,12,21,0,8,4,7,,,0,Matches,517cfb19
270,Christian Kabasele,be BEL,DF,Udinese,34,1991,25.0,5,1,0,33,25,1,0,33,13,,,0,Matches,914ab9a1
271,Pierre Kalulu,fr FRA,DFMF,Juventus,25,2000,36.5,4,1,1,34,16,0,94,24,35,,,0,Matches,85f7d1be
272,Hassane Kamara,ci CIV,MFDF,Udinese,31,1994,20.7,5,0,0,16,11,0,81,25,20,,,0,Matches,19a12bed
273,Jesper Karlström,se SWE,MF,Udinese,30,1995,35.0,6,0,0,42,30,1,15,37,34,,,0,Matches,e0a1f4eb
274,Grigoris Kastanos,cy CYP,MF,Hellas Verona,27,1998,0.5,0,0,0,3,1,0,2,3,3,,,0,Matches,2a82aa85
275,Moise Kean,it ITA,FW,Fiorentina,25,2000,22.6,4,0,0,29,44,30,7,7,4,,,0,Matches,3d50bcdb
276,Mandela Keita,be BEL,MF,Parma,23,2002,33.1,1,0,0,30,57,0,2,43,48,,,1,Matches,f5692b25
277,Lloyd Kelly,eng ENG,DF,Juventus,26,1998,33.3,4,0,0,43,20,4,12,14,33,,,0,Matches,f31def1e
278,Marc-Oliver Kempf,de GER,DF,Como,30,1995,25.8,3,0,0,26,19,0,0,13,12,,,0,Matches,815c314f
279,Kialonda,ao ANG,DF,Lecce,27,1997,20.3,6,1,0,13,22,2,1,19,9,,,0,Matches,34e4dc3b
280,Semih Kılıçsoy,tr TUR,FW,Cagliari,19,2005,10.8,1,0,0,14,15,2,1,1,4,,,0,Matches,3064f033
281,Sead Kolašinac,ba BIH,DF,Atalanta,32,1993,13.5,3,0,0,22,10,1,3,11,18,,,0,Matches,3935e52e
282,Ismaël Koné,ca CAN,MF,Sassuolo,23,2002,30.4,5,1,1,25,54,0,5,12,18,,,0,Matches,e0220b70
283,Manu Koné,fr FRA,MF,Roma,24,2001,27.3,2,0,0,47,53,2,1,20,27,,,0,Matches,86574238
284,Teun Koopmeiners,nl NED,MFDF,Juventus,27,1998,20.3,5,0,0,33,11,3,47,18,13,,,0,Matches,a26fb8aa
285,Odilon Kossounou,ci CIV,DF,Atalanta,24,2001,11.0,1,0,0,16,3,1,2,10,14,,,0,Matches,1f3afdcb
286,Filip Kostić,rs SRB,MF,Juventus,32,1992,5.3,1,0,0,8,5,0,49,4,10,,,0,Matches,b1cd37e6
287,Eddy Kouadio,ci CIV,DF,Fiorentina,19,2006,0.8,0,0,0,1,1,0,1,0,3,,,0,Matches,7067db90
288,Christian Kouamé,ci CIV,FWMF,Fiorentina,27,1997,0.3,0,0,0,0,0,0,2,1,1,,,0,Matches,58e933d2
289,Christ-Owen Kouassi,fr FRA,DF,Lecce,22,2003,2.5,0,0,0,1,3,0,2,1,6,,,0,Matches,7b494ff3
290,Thomas Kristensen,dk DEN,DF,Udinese,23,2002,27.5,4,0,0,24,9,3,4,27,15,,,0,Matches,fadf9a05
291,Nikola Krstović,me MNE,FW,Atalanta,25,2000,19.9,4,0,0,45,27,27,5,3,12,,,0,Matches,473803c9
292,Nicolas-Gerrit Kühn,de GER,MF,Como,25,2000,7.4,0,0,0,6,2,3,14,5,6,,,0,Matches,1e70c324
293,Sandro Kulenović,hr CRO,FW,Torino,25,1999,3.3,2,0,0,11,4,0,1,1,2,,,0,Matches,981e1bee
294,Gael Lafont,fr FRA,FW,Genoa,19,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,4f5a4218
295,Tariq Lamptey,gh GHA,MF,Fiorentina,24,2000,0.3,0,0,0,0,0,0,1,0,2,,,0,Matches,f4e433d4
296,Noa Lang,nl NED,FWMF,Napoli,26,1999,7.4,2,0,0,5,11,2,44,2,8,,,0,Matches,8e034340
297,Armand Lauriente,fr FRA,FW,Sassuolo,26,1998,28.8,4,0,0,42,47,18,109,7,15,,,0,Matches,2d22cea7
298,Matteo Lavelli,it ITA,FW,Inter,18,2006,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches,07107203
299,Valentino Lazaro,at AUT,MF,Torino,29,1996,25.0,4,0,0,37,9,1,135,22,25,,,0,Matches,016ff750
300,Manuel Lazzari,it ITA,DF,Lazio,31,1993,10.4,2,0,0,10,19,0,16,6,9,,,0,Matches,02caf6e0
301,Andréa Le Borgne,fr FRA,MF,Como,19,2006,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,04949089
302,Nicola Leali,it ITA,GK,Genoa,32,1993,20.5,2,1,0,2,2,0,0,1,0,,,0,Matches,5f9970a0
303,Rafael Leão,pt POR,FW,Milan,26,1999,20.6,5,0,0,19,34,9,25,5,3,,,0,Matches,20730eae
304,Mehdi Léris,dz ALG,MF,Pisa,27,1998,21.1,2,0,0,27,22,8,99,23,37,,,0,Matches,7d3cbc67
305,Luca Lezzerini,it ITA,GK,Fiorentina,30,1995,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,c9c32262
306,Luca Lipani,it ITA,MF,Sassuolo,20,2005,11.5,3,0,0,28,8,1,5,15,17,,,0,Matches,1dc5a029
307,Pol Lirola,es ESP,MF,Hellas Verona,27,1997,3.4,1,0,0,3,0,0,16,2,3,,,0,Matches,ff800ed8
308,Joseph Liteta,zm ZAM,MF,Cagliari,19,2006,2.9,0,0,0,4,0,0,0,8,2,,,0,Matches,319eb631
309,Stanislav Lobotka,sk SVK,MF,Napoli,30,1994,27.0,3,0,0,13,45,0,5,16,16,,,0,Matches,e1cbb531
310,Manuel Locatelli,it ITA,MF,Juventus,27,1998,33.3,9,0,0,55,44,0,19,38,66,,,0,Matches,a8a874f1
311,Ruben Loftus-Cheek,eng ENG,MFFW,Milan,29,1996,12.6,2,0,0,23,19,1,10,5,8,,,0,Matches,e97fd090
312,Ademola Lookman,ng NGA,FWMF,Atalanta,27,1997,8.8,0,0,0,10,8,4,21,3,3,,,0,Matches,7c104bb7
313,Dachi Lordkipanidze,ge GEO,MF,Cremonese,20,2005,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches,c7332349
314,Lorran,br BRA,FW,Pisa,19,2006,1.4,0,0,0,0,3,0,5,3,3,,,0,Matches,f87b8eed
315,Simone Lottici Tessadri,it ITA,MF,Cremonese,19,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,9b30e7a5
316,Sandi Lovrić,si SVN,MF,Udinese,27,1998,1.8,1,0,0,4,1,0,16,4,4,,,0,Matches,966eea58
317,Sandi Lovrić,si SVN,MF,Hellas Verona,27,1998,3.4,1,0,0,5,3,0,24,5,6,,,0,Matches,966eea58
318,Felipe Loyola,cl CHI,MF,Pisa,24,2000,6.0,0,1,0,8,2,0,4,6,7,,,0,Matches,ff749703
319,Lorenzo Lucca,it ITA,FW,Napoli,24,2000,4.5,1,0,0,17,12,4,0,0,0,,,0,Matches,83c06f3a
320,Jhon Lucumí,co COL,DF,Bologna,27,1998,25.4,5,0,0,23,19,1,1,30,22,,,0,Matches,80490d7f
321,Romelu Lukaku,be BEL,FW,Napoli,32,1993,0.5,1,0,0,2,0,0,0,0,0,,,0,Matches,5eae500a
322,Sebastiano Luperto,it ITA,DF,Cremonese,28,1996,14.5,1,0,0,9,12,1,10,12,9,,,0,Matches,997fff07
323,Sebastiano Luperto,it ITA,DF,Cagliari,28,1996,19.0,3,0,0,23,17,0,1,19,12,,,0,Matches,997fff07
324,Mateus Lusuardi,br BRA,DF,Pisa,21,2004,2.2,1,0,0,4,0,0,1,0,2,,,0,Matches,0704d719
325,Zito Luvumbo,ao ANG,MFFW,Cagliari,23,2002,3.7,0,0,0,4,18,0,7,1,1,,,0,Matches,b09e0873
326,Babis Lykogiannis,gr GRE,DF,Bologna,31,1993,7.0,3,0,0,8,1,0,45,6,10,,,0,Matches,5efc5389
327,Mathias Løvik,no NOR,MF,Parma,21,2003,5.2,0,0,0,3,2,2,15,7,8,,,0,Matches,f17aa65c
328,Tommaso Macchioni,it ITA,DF,Sassuolo,19,2006,1.0,1,0,0,1,0,0,0,2,0,,,0,Matches,78c5642e
329,Mike Maignan,fr FRA,GK,Milan,30,1995,36.6,4,0,0,0,6,0,0,1,0,,,0,Matches,fcb38f57
330,Daniel Maldini,it ITA,FW,Lazio,23,2001,7.6,0,0,0,14,20,3,1,4,9,,,0,Matches,801831fe
331,Daniel Maldini,it ITA,MF,Atalanta,23,2001,2.9,1,0,0,4,7,0,10,0,2,,,0,Matches,801831fe
332,Youssef Maleh,ma MAR,MF,Cremonese,26,1998,12.2,2,1,0,27,10,0,41,9,11,,,0,Matches,4c8845f7
333,Youssef Maleh,ma MAR,MF,Lecce,26,1998,5.1,2,0,0,9,8,0,12,7,4,,,0,Matches,4c8845f7
334,Donyell Malen,nl NED,FW,Roma,26,1999,16.3,1,0,0,12,17,14,6,3,3,,,0,Matches,116c35df
335,Ruslan Malinovskyi,ua UKR,MF,Genoa,32,1993,24.8,10,0,0,36,26,1,68,16,19,,,0,Matches,48d5bd33
336,Gianluca Mancini,it ITA,DF,Roma,29,1996,34.0,9,0,0,71,42,5,29,47,28,,,0,Matches,5aa53281
337,Rolando Mandragora,it ITA,MF,Fiorentina,28,1997,26.9,7,0,0,37,56,0,69,15,24,,,0,Matches,c7259b83
338,Alessandro Marcandalli,it ITA,DF,Genoa,22,2002,28.9,4,0,0,23,11,0,10,18,24,,,0,Matches,d3225ad1
339,Pablo Marí,es ESP,DF,Fiorentina,31,1993,9.0,3,0,0,17,8,0,0,19,8,,,0,Matches,aa54ec6f
340,Luca Marianucci,it ITA,DF,Torino,21,2004,6.4,2,0,0,9,3,0,7,8,5,,,0,Matches,64e6778a
341,Luca Marianucci,it ITA,DF,Napoli,21,2004,1.3,0,0,0,2,0,0,2,1,2,,,0,Matches,64e6778a
342,Marius Marin,ro ROU,MF,Pisa,26,1998,14.2,7,0,0,36,20,0,18,14,26,,,0,Matches,a5106847
343,João Mário Lopes,pt POR,DFMF,Bologna,25,2000,8.2,1,0,0,5,21,0,15,10,4,,,0,Matches,82a39b66
344,João Mário Lopes,pt POR,MF,Juventus,25,2000,2.9,1,0,0,5,10,0,5,3,3,,,0,Matches,82a39b66
345,Guillermo Maripán,cl CHI,DF,Torino,31,1994,23.8,4,0,0,27,7,2,3,27,28,,,0,Matches,d9764034
346,Aarón Martín,es ESP,MFDF,Genoa,28,1997,24.0,2,0,0,31,27,0,194,10,28,,,0,Matches,2f3e911a
347,Josep Martinez,es ESP,GK,Inter,27,1998,5.0,0,0,0,0,0,0,0,0,0,,,0,Matches,11d8aff0
348,Lautaro Martínez,ar ARG,FW,Inter,27,1997,24.0,4,0,0,47,47,8,17,6,13,,,0,Matches,f7036e1c
349,Adam Marušić,me MNE,DF,Lazio,32,1992,30.9,1,1,0,22,18,1,35,33,16,,,0,Matches,d4535821
350,Adam Masina,ma MAR,DF,Torino,31,1994,2.6,0,0,0,6,2,0,0,5,4,,,0,Matches,de0f152c
351,Patrizio Masini,it ITA,MF,Genoa,24,2001,15.7,5,0,0,39,45,0,14,26,39,,,0,Matches,151354b8
352,Nemanja Matić,rs SRB,MF,Sassuolo,36,1988,29.6,7,1,0,24,39,0,11,27,28,,,0,Matches,eb7822d7
353,Luca Mazzitelli,it ITA,MF,Cagliari,29,1995,8.5,3,0,0,22,13,0,9,10,11,,,0,Matches,dc61b402
354,Pasquale Mazzocchi,it ITA,MF,Napoli,30,1995,3.4,0,1,0,1,0,1,15,4,1,,,0,Matches,eb0ec070
355,Weston McKennie,us USA,MF,Juventus,26,1998,31.5,5,0,0,44,11,7,36,26,24,,,0,Matches,01c3aff5
356,Scott McTominay,sct SCO,MF,Napoli,28,1996,31.0,1,0,0,24,73,5,10,23,13,,,0,Matches,d93c2511
357,Henrik Meister,dk DEN,FW,Pisa,21,2003,16.8,2,0,0,26,17,5,1,1,3,,,0,Matches,e1a873eb
358,Paul Mendy,sn SEN,FW,Cagliari,18,2007,3.7,1,0,0,12,4,2,2,1,0,,,0,Matches,2bf26d08
359,Alex Meret,it ITA,GK,Napoli,28,1997,10.9,1,0,0,1,1,0,0,1,0,,,0,Matches,9413b19f
360,Junior Messias,br BRA,MF,Genoa,34,1991,7.6,1,0,0,10,22,0,16,5,10,,,0,Matches,f49c4ae9
361,Daniel Mikołajewski,pl POL,FW,Parma,19,2006,0.8,0,0,0,2,2,2,1,0,0,,,0,Matches,e72fa318
362,Arkadiusz Milik,pl POL,FW,Juventus,31,1994,0.4,0,0,0,1,0,0,0,0,0,,,0,Matches,85613cf0
363,Vanja Milinković-Savić,rs SRB,GK,Napoli,28,1997,27.0,0,0,0,1,6,0,0,0,0,,,0,Matches,9fa26bc2
364,Lennon Miller,sct SCO,MF,Udinese,18,2006,11.1,4,0,0,14,17,1,32,9,12,,,0,Matches,38d7f638
365,Yerry Mina,co COL,DF,Cagliari,30,1994,23.9,5,1,1,26,37,3,1,26,18,,,0,Matches,6d5701f2
366,Juan Miranda,es ESP,DF,Bologna,25,2000,28.6,6,0,0,25,35,3,171,33,31,,,0,Matches,ead61f73
367,Fabio Miretti,it ITA,MF,Juventus,21,2003,6.9,1,0,0,15,7,0,17,4,9,,,0,Matches,34693494
368,Henrikh Mkhitaryan,am ARM,MF,Inter,36,1989,17.3,5,0,0,28,17,3,42,15,27,,,0,Matches,dd0daf32
369,Branimir Mlacic,hr CRO,DF,Udinese,18,2007,1.8,2,0,0,4,0,0,1,2,3,,,0,Matches,170cadab
370,Rui Modesto,ao ANG,MF,Udinese,25,1999,1.3,0,0,0,0,0,0,5,1,4,,,0,Matches,4f9c2d8c
371,Luka Modrić,hr CRO,MF,Milan,39,1985,31.2,4,0,0,23,33,0,111,35,27,,,0,Matches,6025fab1
372,Lorenzo Montipò,it ITA,GK,Hellas Verona,29,1996,35.0,0,0,0,0,8,0,0,0,0,,,0,Matches,c1d95617
373,Álvaro Morata,es ESP,FW,Como,32,1992,10.3,4,1,1,16,33,9,9,1,11,,,0,Matches,129af0db
374,Alberto Moreno,es ESP,DF,Como,33,1992,13.7,4,0,0,17,12,3,34,7,12,,,0,Matches,11b9265b
375,Tete Morente,es ESP,FWMF,Lecce,28,1996,9.5,2,0,0,13,12,1,29,3,9,,,0,Matches,004d185e
376,Stefano Moreo,it ITA,FWMF,Pisa,32,1993,25.6,2,0,0,22,20,5,28,21,11,,,0,Matches,7c52943c
377,Luca Moro,it ITA,FW,Sassuolo,24,2001,2.3,1,0,0,7,9,2,0,2,4,,,0,Matches,96281a90
378,Nikola Moro,hr CRO,MF,Bologna,27,1998,20.0,1,0,0,18,17,1,49,19,8,,,0,Matches,ff579c7e
379,Mattia Mosconi,it ITA,FW,Inter,18,2007,0.3,0,0,0,1,2,0,0,0,0,,,0,Matches,509f2e6f
380,Daniel Mosquera,co COL,FW,Hellas Verona,25,1999,6.6,1,0,0,22,6,3,2,2,2,,,0,Matches,091b9eb8
381,Edoardo Motta,it ITA,GK,Lazio,20,2005,9.0,1,0,0,1,1,0,0,0,0,,,0,Matches,35dfd6b5
382,Tarik Muharemovic,ba BIH,DF,Sassuolo,22,2003,31.5,7,0,0,24,20,0,2,45,24,,,2,Matches,426dda23
383,Arijanet Muric,xk KVX,GK,Sassuolo,26,1998,32.0,4,0,0,1,3,0,0,0,0,,,0,Matches,99aa1a84
384,Yunus Musah,us USA,MF,Milan,22,2002,1.0,0,0,0,2,2,1,1,0,1,,,0,Matches,b51b1b9c
385,Yunus Musah,us USA,MF,Atalanta,22,2002,6.4,1,0,0,7,16,2,10,5,5,,,0,Matches,b51b1b9c
386,Cheveyo Muy,nl NED,FW,Milan,18,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches,92b6e30a
387,Obite N'Dicka,ci CIV,DF,Roma,25,1999,29.8,5,0,0,32,35,0,2,45,16,,,0,Matches,441197b8
388,Konan N'dri,ne NIG,MF,Lecce,24,2000,6.0,3,0,0,9,18,2,23,2,4,,,0,Matches,17329380
389,Corrie Ndaba,ie IRL,DF,Lecce,25,1999,6.0,0,0,0,2,0,0,4,3,4,,,0,Matches,4db55657
390,Michel Ndary Adopo,fr FRA,MF,Cagliari,25,2000,33.9,4,0,0,35,25,5,26,31,32,,,0,Matches,599d91d0
391,Abdoulaye Ndiaye,sn SEN,DF,Parma,23,2002,8.7,5,1,1,13,12,0,0,11,10,,,0,Matches,b8cd2ae4
392,Cher Ndour,it ITA,MF,Fiorentina,21,2004,20.8,2,0,0,26,23,1,20,15,17,,,0,Matches,3b88609d
393,Victor Nelsson,dk DEN,DF,Hellas Verona,26,1998,36.8,4,0,0,44,20,0,5,75,45,,,1,Matches,e53b5534
394,David Neres,br BRA,FWMF,Napoli,28,1997,10.2,3,0,0,19,7,0,53,1,5,,,0,Matches,4f1e6a0b
395,Oumar Ngom,mr MTN,MF,Lecce,21,2004,9.4,1,0,0,15,6,0,3,12,15,,,0,Matches,2fd5aca2
396,Cyril Ngonge,be BEL,FW,Torino,25,2000,11.0,2,0,0,20,18,6,19,2,4,,,0,Matches,2b8360f1
397,Mikayil Ngor Faye,sn SEN,MFDF,Cremonese,21,2004,2.8,1,0,0,2,4,0,6,5,6,,,0,Matches,b37ae816
398,Cheikh Niasse,sn SEN,MF,Hellas Verona,25,2000,10.8,1,0,0,20,15,2,14,15,14,,,0,Matches,ff20acfe
399,Hans Nicolussi Caviglia,it ITA,MF,Fiorentina,25,2000,6.5,4,0,0,15,15,0,30,3,7,,,0,Matches,b136c945
400,Hans Nicolussi Caviglia,it ITA,MF,Parma,25,2000,9.7,0,0,0,8,9,0,23,3,8,,,0,Matches,b136c945
401,Oliver Nielsen,dk DEN,DF,Lazio,22,2003,17.1,3,0,0,14,9,0,2,16,6,,,0,Matches,e97adead
402,Alieu Njie,se SWE,MFFW,Torino,20,2005,3.3,2,0,0,8,8,0,4,0,2,,,0,Matches,15918c9c
403,Niels Nkounkou,fr FRA,MFDF,Torino,24,2000,3.9,3,0,0,4,3,0,20,8,11,,,0,Matches,f5b281e7
404,Christopher Nkunku,fr FRA,FW,Milan,27,1997,15.1,0,0,0,9,22,8,17,2,2,,,0,Matches,7c56da38
405,Brooke Norton-Cuffy,eng ENG,MFDF,Genoa,21,2004,24.6,5,1,1,23,16,0,80,11,31,,,0,Matches,54f5b2bd
406,Tijjani Noslin,nl NED,FW,Lazio,26,1999,12.8,6,1,1,19,23,5,10,3,6,,,0,Matches,2f067cf2
407,Unai Núñez,es ESP,DF,Hellas Verona,28,1997,14.1,6,0,0,27,10,0,11,23,18,,,1,Matches,be170419
408,Joi Nuredini,al ALB,FW,Genoa,17,2007,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,9c6efdc0
409,M'Bala Nzola,ao ANG,FW,Sassuolo,28,1996,5.3,1,0,0,11,9,4,0,1,2,,,0,Matches,a4948e67
410,M'Bala Nzola,ao ANG,FW,Pisa,28,1996,11.7,1,1,0,18,17,11,7,1,2,,,0,Matches,a4948e67
411,Adam Obert,sk SVK,DFMF,Cagliari,22,2002,30.8,10,1,1,40,13,0,69,44,32,,,0,Matches,aa25ce92
412,Rafel Obrador,es ESP,MF,Torino,21,2004,12.4,1,0,0,7,5,1,58,12,8,,,0,Matches,949c3655
413,Cas Odenthal,nl NED,DF,Sassuolo,24,2000,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches,e14e10b1
414,Jens Odgaard,dk DEN,MF,Bologna,26,1999,15.3,1,0,0,28,28,5,15,4,12,,,0,Matches,75374ee7
