--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
158,Federico Dimarco,it ITA,DFMF,Parma,20,1997,13,10,892,9.9,1,0,1,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches,970b8574
159,Federico Dionisi,it ITA,FW,Frosinone,31,1987,9,1,204,2.3,1,0,1,1,0,0,2,0,0.44,0.00,0.44,0.44,0.44,Matches,a74d2999
160,Assane Dioussé,sn SEN,MF,Chievo,20,1997,14,9,892,9.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,7f622eef
161,Koffi Djidji,ci CIV,DF,Torino,25,1992,17,16,1387,15.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,933d3b51
162,Berat Djimsiti,al ALB,DF,Atalanta,25,1993,24,20,1807,20.1,1,2,3,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,Matches,6eee05f1
163,Johan Djourou,ch SUI,DF,SPAL,31,1987,5,3,279,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b8673e18
164,Gianluigi Donnarumma,it ITA,GK,Milan,19,1999,36,36,3090,34.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,08f5afaa
165,Godfred Donsah,gh GHA,MF,Bologna,22,1996,6,1,153,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,384dd218
166,Riccardo Doratiotto,it ITA,FW,Cagliari,19,1999,1,1,78,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c1bcb2df
167,Bartłomiej Drągowski,pl POL,GK,Empoli,20,1997,14,14,1260,14.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,085e71a7
168,Bartłomiej Drągowski,pl POL,GK,Fiorentina,20,1997,3,2,225,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,085e71a7
169,Alfred Duncan,gh GHA,MF,Sassuolo,25,1993,26,21,1848,20.5,4,4,8,4,0,0,7,1,0.19,0.19,0.39,0.19,0.39,Matches,528492ea
170,Riza Durmisi,dk DEN,MF,Lazio,24,1994,10,2,326,3.6,0,1,1,0,0,0,4,0,0.00,0.28,0.28,0.00,0.28,Matches,e5cd9da6
171,Paulo Dybala,ar ARG,FWMF,Juventus,24,1993,30,24,2137,23.7,5,4,9,4,1,1,2,0,0.21,0.17,0.38,0.17,0.34,Matches,e0921a4f
172,Edin Džeko,ba BIH,FW,Roma,32,1986,33,28,2579,28.7,9,6,15,9,0,0,9,0,0.31,0.21,0.52,0.31,0.52,Matches,3bb7f478
173,Blerim Džemaili,ch SUI,MF,Bologna,32,1986,28,20,1750,19.4,1,1,2,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,Matches,756959aa
174,Simone Edera,it ITA,MF,Torino,21,1997,3,1,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8697c095
175,Simone Edera,it ITA,FWMF,Bologna,21,1997,4,3,196,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8697c095
176,Albin Ekdal,se SWE,MF,Sampdoria,29,1989,32,30,2646,29.4,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,f503ea63
177,Valentin Eysseric,fr FRA,FW,Fiorentina,26,1992,8,4,358,4.0,0,1,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,ae82fa48
178,Diego Falcinelli,it ITA,FW,Bologna,27,1991,16,8,703,7.8,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches,a39b9ef6
179,Iago Falque,es ESP,FWMF,Torino,28,1990,26,19,1612,17.9,6,4,10,6,0,0,1,0,0.33,0.22,0.56,0.33,0.56,Matches,440c84ed
180,Paolo Faragò,it ITA,MFDF,Cagliari,25,1993,26,17,1703,18.9,1,1,2,1,0,0,8,1,0.05,0.05,0.11,0.05,0.11,Matches,9085dd7c
181,Mohamed Fares,dz ALG,MFDF,SPAL,22,1996,35,32,2949,32.8,3,0,3,3,0,0,12,0,0.09,0.00,0.09,0.09,0.09,Matches,b7a5bc86
182,Diego Farias,br BRA,FW,Empoli,28,1990,16,16,1193,13.3,4,4,8,4,0,0,1,0,0.30,0.30,0.60,0.30,0.60,Matches,157d29b6
183,Diego Farias,br BRA,FW,Cagliari,28,1990,16,7,700,7.8,3,0,3,3,0,0,3,0,0.39,0.00,0.39,0.39,0.39,Matches,157d29b6
184,Andrea Favilli,it ITA,FW,Genoa,21,1997,6,0,170,1.9,0,2,2,0,0,0,0,0,0.00,1.06,1.06,0.00,1.06,Matches,44510fde
185,Federico Fazio,ar ARG,DF,Roma,31,1987,34,31,2806,31.2,5,0,5,5,0,0,6,0,0.16,0.00,0.16,0.16,0.16,Matches,4e358a2d
186,Luiz Felipe,it ITA,DF,Lazio,21,1997,17,15,1289,14.3,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches,15d0c248
187,Edimilson Fernandes,ch SUI,MF,Fiorentina,22,1996,29,23,1970,21.9,2,0,2,2,0,0,9,1,0.09,0.00,0.09,0.09,0.09,Matches,3bb625ac
188,Alex Ferrari,it ITA,DF,Sampdoria,24,1994,6,6,540,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,d0dbca9f
189,Sergio Floccari,it ITA,FW,SPAL,36,1981,20,11,976,10.8,3,1,4,3,0,0,3,0,0.28,0.09,0.37,0.28,0.37,Matches,df301450
190,Alessandro Florenzi,it ITA,DFMF,Roma,27,1991,29,24,2180,24.2,3,2,5,3,0,0,5,1,0.12,0.08,0.21,0.12,0.21,Matches,e288d4b3
191,Seko Fofana,ci CIV,MF,Udinese,23,1995,31,31,2639,29.3,2,4,6,2,0,0,5,0,0.07,0.14,0.20,0.07,0.20,Matches,5313ed43
192,Pierluigi Frattali,it ITA,GK,Parma,32,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,71dac2c2
193,Remo Freuler,ch SUI,MF,Atalanta,26,1992,35,35,3022,33.6,2,6,8,2,0,0,4,0,0.06,0.18,0.24,0.06,0.24,Matches,98d2c2c4
194,Nicolas Frey,fr FRA,DF,Chievo,34,1984,5,3,227,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6378443d
195,Manolo Gabbiadini,it ITA,FW,Sampdoria,26,1991,18,8,812,9.0,4,2,6,4,0,0,5,0,0.44,0.22,0.67,0.44,0.67,Matches,8f866fe8
196,Gianluca Gaetano,it ITA,MF,Napoli,18,2000,2,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3b387cc7
197,Roberto Gagliardini,it ITA,MF,Inter,24,1994,19,13,1087,12.1,5,0,5,5,0,0,4,0,0.41,0.00,0.41,0.41,0.41,Matches,ce30bfc8
198,Riccardo Gagliolo,se SWE,DF,Parma,28,1990,34,34,3045,33.8,0,2,2,0,0,0,7,0,0.00,0.06,0.06,0.00,0.06,Matches,173061c0
199,Marcello Gazzola,it ITA,MFDF,Parma,33,1985,20,9,921,10.2,1,0,1,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches,93390969
200,Gerson,br BRA,MFFW,Fiorentina,21,1997,36,27,2426,27.0,3,3,6,3,0,0,9,0,0.11,0.11,0.22,0.11,0.22,Matches,8827bf46
201,Gervinho,ci CIV,FW,Parma,31,1987,30,27,2304,25.6,11,2,13,11,0,0,3,0,0.43,0.08,0.51,0.43,0.51,Matches,e468c053
202,Paolo Ghiglione,it ITA,MF,Frosinone,21,1997,9,6,514,5.7,1,0,1,1,0,0,4,0,0.18,0.00,0.18,0.18,0.18,Matches,71dc23da
203,Faouzi Ghoulam,dz ALG,DF,Napoli,27,1991,16,12,1154,12.8,1,3,4,1,0,0,2,0,0.08,0.23,0.31,0.08,0.31,Matches,c5adc293
204,Emanuele Giaccherini,it ITA,MFFW,Chievo,33,1985,26,22,2009,22.3,3,1,4,2,1,2,8,0,0.13,0.04,0.18,0.09,0.13,Matches,1c50f354
205,Massimo Gobbi,it ITA,DF,Parma,37,1980,16,13,1183,13.1,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches,635b0bae
206,Edoardo Goldaniga,it ITA,DF,Frosinone,24,1993,29,29,2610,29.0,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,Matches,4b029b31
207,Pierluigi Gollini,it ITA,GK,Atalanta,23,1995,20,20,1799,20.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f0f7f62f
208,Papu Gómez,ar ARG,MFFW,Atalanta,30,1988,35,34,2899,32.2,7,11,18,7,0,0,5,0,0.22,0.34,0.56,0.22,0.56,Matches,6e4df551
209,Alfred Gomis,sn SEN,GK,SPAL,24,1993,20,19,1724,19.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cecbce23
210,Giancarlo González,cr CRC,DF,Bologna,30,1988,12,8,746,8.3,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,117beb8f
211,Mirko Gori,it ITA,MF,Frosinone,25,1993,10,2,329,3.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,7d86864c
212,Robin Gosens,de GER,MF,Atalanta,24,1994,28,23,1942,21.6,3,2,5,3,0,0,2,0,0.14,0.09,0.23,0.14,0.23,Matches,2d970560
213,Paolo Gozzi Iweru,it ITA,DF,Juventus,17,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,94230890
214,Alberto Grassi,it ITA,MF,Parma,23,1995,7,5,462,5.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6cc97b6a
215,Sergej Grubac,me MNE,FW,Chievo,18,2000,3,2,157,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a1bedc05
216,Guido Guerrieri,it ITA,GK,Lazio,22,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,77e401c7
217,Koray Günter,de GER,DFMF,Genoa,23,1994,14,8,835,9.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f1f1f238
218,Emil Hallfreðsson,is ISL,MF,Udinese,34,1984,3,1,137,1.5,1,0,1,1,0,0,0,0,0.66,0.00,0.66,0.66,0.66,Matches,86015b20
219,Emil Hallfreðsson,is ISL,MF,Frosinone,34,1984,6,5,392,4.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,86015b20
220,Marek Hamšík,sk SVK,MF,Napoli,31,1987,13,12,916,10.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,e6ad16b2
221,Dávid Hancko,sk SVK,DF,Fiorentina,20,1997,5,3,282,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4fac8f81
222,Samir Handanović,si SVN,GK,Inter,34,1984,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,74419746
223,Hans Hateboer,nl NED,MF,Atalanta,24,1994,35,33,2973,33.0,5,5,10,5,0,0,5,0,0.15,0.15,0.30,0.15,0.30,Matches,3b333ac3
224,Filip Helander,se SWE,DF,Bologna,25,1993,20,19,1713,19.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,27f0ddef
225,Dalbert Henrique,br BRA,DFMF,Inter,24,1993,11,9,778,8.6,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,f45f9427
226,Përparim Hetemaj,fi FIN,MF,Chievo,31,1986,30,25,2156,24.0,2,0,2,2,0,0,9,0,0.08,0.00,0.08,0.08,0.08,Matches,90b70194
227,Gonzalo Higuaín,ar ARG,FW,Milan,30,1987,15,15,1277,14.2,6,1,7,6,0,1,3,1,0.42,0.07,0.49,0.42,0.49,Matches,8a08491a
228,Oscar Hiljemark,se SWE,MF,Genoa,26,1992,17,15,1196,13.3,1,0,1,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,98e958af
229,Vitor Hugo,br BRA,DF,Fiorentina,27,1991,30,27,2470,27.4,0,2,2,0,0,0,7,1,0.00,0.07,0.07,0.00,0.07,Matches,f2c1300a
230,Elseid Hysaj,al ALB,DF,Napoli,24,1994,27,24,2107,23.4,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,2f3452eb
231,Simone Iacoponi,it ITA,DF,Parma,31,1987,38,38,3346,37.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,63071a3f
232,Roger Ibanez,br BRA,DF,Atalanta,19,1998,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,82efe6fa
233,Mauro Icardi,ar ARG,FW,Inter,25,1993,29,24,2267,25.2,11,4,15,6,5,6,0,0,0.44,0.16,0.60,0.24,0.40,Matches,43b78598
234,Salvador Ichazo,uy URU,GK,Torino,26,1992,3,2,251,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,514f0896
235,Josip Iličić,si SVN,FWMF,Atalanta,30,1988,31,23,2145,23.8,12,7,19,12,0,1,5,1,0.50,0.29,0.80,0.50,0.80,Matches,68252d6d
236,Ciro Immobile,it ITA,FW,Lazio,28,1990,36,31,2859,31.8,15,6,21,11,4,4,6,0,0.47,0.19,0.66,0.35,0.54,Matches,4431aed2
237,Svante Ingelsson,se SWE,MF,Udinese,20,1998,3,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4133cfcf
238,Roberto Inglese,it ITA,FW,Parma,26,1991,25,23,1965,21.8,9,0,9,7,2,2,3,0,0.41,0.00,0.41,0.32,0.32,Matches,6c1f7328
239,Lorenzo Insigne,it ITA,FWMF,Napoli,27,1991,28,24,2073,23.0,10,6,16,9,1,2,6,1,0.43,0.26,0.69,0.39,0.65,Matches,2f557579
240,Artur Ioniță,md MDA,MF,Cagliari,27,1990,37,34,2968,33.0,3,2,5,3,0,0,4,1,0.09,0.06,0.15,0.09,0.15,Matches,cedb3e36
241,Armando Izzo,it ITA,DF,Torino,26,1992,37,37,3271,36.3,4,1,5,4,0,0,6,0,0.11,0.03,0.14,0.11,0.14,Matches,89976232
242,Jandrei,br BRA,GK,Genoa,25,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,85ea4399
243,Marko Janković,me MNE,MF,SPAL,23,1995,4,0,54,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9866afec
244,Jakub Jankto,cz CZE,MF,Sampdoria,22,1996,25,7,963,10.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1ea5f91c
245,Paweł Jaroszyński,pl POL,DFMF,Chievo,23,1994,19,15,1348,15.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,958a601f
246,Juan Jesus,br BRA,DF,Roma,27,1991,20,15,1403,15.6,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches,79083382
247,Bruno Jordão,pt POR,MF,Lazio,19,1998,3,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,41ff002d
248,Hamed Junior Traorè,ci CIV,MF,Empoli,18,2000,32,26,2259,25.1,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches,570bb4b9
249,Musa Juwara,gm GAM,MF,Chievo,16,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7737dee2
250,Yann Karamoh,fr FRA,FWMF,Inter,20,1998,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8b66d9cc
251,Ibrahim Karamoko,fr FRA,MF,Chievo,17,2001,2,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,550985aa
252,Orestis Karnezis,gr GRE,GK,Napoli,33,1985,9,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,85b011bb
253,Rick Karsdorp,nl NED,DFMF,Roma,23,1995,11,7,593,6.6,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,9f84febe
254,Grigoris Kastanos,cy CYP,MF,Juventus,20,1998,1,1,60,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2a82aa85
255,Moise Kean,it ITA,FW,Juventus,18,2000,13,5,541,6.0,6,0,6,6,0,0,2,0,1.00,0.00,1.00,1.00,1.00,Matches,3d50bcdb
256,Franck Kessié,ci CIV,MF,Milan,21,1996,34,34,3018,33.5,8,2,10,5,3,3,8,0,0.24,0.06,0.30,0.15,0.21,Matches,05e19d6a
257,Sami Khedira,de GER,MF,Juventus,31,1987,10,8,706,7.8,2,1,3,2,0,0,0,0,0.25,0.13,0.38,0.25,0.38,Matches,38ac43d3
258,Sofian Kiyine,ma MAR,MFDF,Chievo,20,1997,23,9,816,9.1,0,1,1,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,Matches,ce1806be
259,Ragnar Klavan,ee EST,DF,Cagliari,32,1985,15,15,1230,13.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,008a6e6d
260,Justin Kluivert,nl NED,MFFW,Roma,19,1999,29,14,1341,14.9,1,6,7,1,0,0,2,0,0.07,0.40,0.47,0.07,0.47,Matches,4c3a6744
261,Aleksandar Kolarov,rs SRB,DF,Roma,32,1985,33,32,2906,32.3,8,2,10,5,3,3,7,1,0.25,0.06,0.31,0.15,0.22,Matches,eda40760
262,Christian Kouamé,ci CIV,FWMF,Genoa,20,1997,38,33,3066,34.1,4,5,9,4,0,0,4,0,0.12,0.15,0.26,0.12,0.26,Matches,58e933d2
263,Kalidou Koulibaly,sn SEN,DF,Napoli,27,1991,35,35,3132,34.8,2,2,4,2,0,0,10,1,0.06,0.06,0.11,0.06,0.11,Matches,da974c7b
264,Dawid Kownacki,pl POL,FWMF,Sampdoria,21,1997,13,0,168,1.9,1,1,2,0,1,2,0,0,0.54,0.54,1.07,0.00,0.54,Matches,be5e1c4c
265,Luka Krajnc,si SVN,DF,Frosinone,23,1994,9,9,788,8.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2b71b88a
266,Ladislav Krejčí,cz CZE,MFDF,Bologna,26,1992,18,11,1065,11.8,0,3,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches,58027adc
267,Rade Krunić,ba BIH,MF,Empoli,24,1993,33,33,2772,30.8,5,7,12,5,0,0,7,1,0.16,0.23,0.39,0.16,0.39,Matches,817c6964
268,Juraj Kucka,sk SVK,MF,Parma,31,1987,18,17,1535,17.1,4,3,7,3,1,1,5,1,0.23,0.18,0.41,0.18,0.35,Matches,5aaef9ef
269,Dejan Kulusevski,se SWE,FWMF,Atalanta,18,2000,3,0,105,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df3cda47
270,Jasmin Kurtić,si SVN,MF,SPAL,29,1989,30,29,2557,28.4,6,5,11,6,0,0,9,0,0.21,0.18,0.39,0.21,0.39,Matches,144607cc
271,Antonino La Gumina,it ITA,FW,Empoli,22,1996,22,12,1090,12.1,2,2,4,2,0,0,1,0,0.17,0.17,0.33,0.17,0.33,Matches,822a7761
272,Alban Lafont,ci CIV,GK,Fiorentina,19,1999,34,34,3015,33.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4e7db402
273,Abdou Lahat Diakhate,sn SEN,MF,Parma,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8e809937
274,Gianluca Lapadula,pe PER,FW,Genoa,28,1990,8,4,404,4.5,1,0,1,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,Matches,2ead2809
275,Danilo Larangeira,br BRA,DF,Bologna,34,1984,35,35,3077,34.2,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches,fed5f993
276,Kevin Lasagna,it ITA,FW,Udinese,25,1992,36,26,2453,27.3,6,2,8,6,0,1,2,0,0.22,0.07,0.29,0.22,0.29,Matches,09538fdb
277,Vincent Laurini,fr FRA,DFMF,Fiorentina,29,1989,15,10,920,10.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,3535098b
278,Diego Laxalt,uy URU,MFDF,Milan,25,1993,20,6,651,7.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f26e3c59
279,Darko Lazović,rs SRB,MFFW,Genoa,27,1990,33,30,2542,28.2,3,4,7,3,0,0,2,0,0.11,0.14,0.25,0.11,0.25,Matches,5128bde4
280,Manuel Lazzari,it ITA,MF,SPAL,24,1993,33,33,2835,31.5,0,8,8,0,0,0,7,0,0.00,0.25,0.25,0.00,0.25,Matches,02caf6e0
281,Lucas Leiva,br BRA,MF,Lazio,31,1987,27,22,1987,22.1,0,2,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,Matches,4c78b5ed
282,Mauricio Lemos,uy URU,DF,Sassuolo,22,1995,3,3,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dbe5a587
283,Lukas Lerager,dk DEN,MF,Genoa,25,1993,14,13,1122,12.5,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,1b82f8df
284,Mehdi Léris,dz ALG,MF,Chievo,20,1998,23,18,1607,17.9,0,2,2,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches,7d3cbc67
285,Karol Linetty,pl POL,MF,Sampdoria,23,1995,32,30,2507,27.9,3,3,6,3,0,0,11,0,0.11,0.11,0.22,0.11,0.22,Matches,d023d70f
286,Pol Lirola,es ESP,DFMF,Sassuolo,20,1997,35,32,2975,33.1,2,6,8,2,0,0,2,0,0.06,0.18,0.24,0.06,0.24,Matches,ff800ed8
287,Adem Ljajić,rs SRB,FWMF,Torino,26,1991,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2648e18f
288,Manuel Locatelli,it ITA,MF,Sassuolo,20,1998,29,21,1847,20.5,2,4,6,2,0,0,7,0,0.10,0.19,0.29,0.10,0.29,Matches,a8a874f1
289,José Luis Palomino,ar ARG,DF,Atalanta,28,1990,30,25,2261,25.1,1,1,2,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,Matches,921f6058
290,Everton Luiz,br BRA,MF,SPAL,30,1988,10,2,317,3.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,3799e138
291,Jordan Lukaku,be BEL,MF,Lazio,24,1994,7,1,175,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0cd0e21b
292,Saša Lukić,rs SRB,MF,Torino,21,1996,24,11,989,11.0,2,0,2,2,0,0,7,0,0.18,0.00,0.18,0.18,0.18,Matches,c6e8cf1f
293,Senad Lulić,ba BIH,MF,Lazio,32,1986,35,34,2923,32.5,4,1,5,4,0,0,5,0,0.12,0.03,0.15,0.12,0.15,Matches,7fd58fe3
294,Sebastiano Luperto,it ITA,DF,Napoli,21,1996,12,6,728,8.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,997fff07
295,Lyanco,br BRA,DF,Torino,21,1997,2,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b5bf1770
296,Lyanco,br BRA,DF,Bologna,21,1997,13,13,1119,12.4,1,0,1,1,0,0,2,1,0.08,0.00,0.08,0.08,0.08,Matches,b5bf1770
297,Babis Lykogiannis,gr GRE,DF,Cagliari,24,1993,11,9,830,9.2,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,5efc5389
298,Darwin Machís,ve VEN,MFFW,Udinese,25,1993,13,4,463,5.1,0,1,1,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,Matches,ed6ea4d9
299,Francesco Magnanelli,it ITA,MF,Sassuolo,33,1984,26,21,1859,20.7,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,07767f42
300,Giangiacomo Magnani,it ITA,DF,Sassuolo,22,1995,19,17,1516,16.8,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,cce9f582
301,Raffaele Maiello,it ITA,MF,Frosinone,27,1991,29,22,2043,22.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,02febfdc
302,Domenico Maietta,it ITA,DF,Empoli,35,1982,21,21,1714,19.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,3d936ba9
303,Nikola Maksimović,rs SRB,DF,Napoli,26,1991,17,15,1375,15.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,16b9d5cf
304,Kévin Malcuit,ma MAR,DF,Napoli,27,1991,24,20,1805,20.1,0,2,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,d6a889ea
305,Gianluca Mancini,it ITA,DF,Atalanta,22,1996,30,25,2246,25.0,5,2,7,5,0,0,5,0,0.20,0.08,0.28,0.20,0.28,Matches,5aa53281
306,Rolando Mandragora,it ITA,MF,Udinese,21,1997,35,33,2918,32.4,3,2,5,3,0,0,8,1,0.09,0.06,0.15,0.09,0.15,Matches,c7259b83
307,Mario Mandžukić,hr CRO,FW,Juventus,32,1986,25,23,2014,22.4,9,6,15,9,0,0,4,0,0.40,0.27,0.67,0.40,0.67,Matches,afa0d4e0
308,Kostas Manolas,gr GRE,DF,Roma,27,1991,27,27,2324,25.8,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,Matches,c707411f
309,Juan Manuel Valencia,co COL,MF,Bologna,20,1998,1,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7f50c23b
310,Iván Marcano,es ESP,DF,Roma,31,1987,10,9,810,9.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7a20d90a
311,Federico Marchetti,it ITA,GK,Genoa,35,1983,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f794b426
312,Gian Marco Ferrari,it ITA,DF,Sassuolo,26,1992,31,31,2790,31.0,4,0,4,4,0,0,9,0,0.13,0.00,0.13,0.13,0.13,Matches,8650af85
313,João Mário,pt POR,MF,Inter,25,1993,20,12,1082,12.0,1,2,3,1,0,0,2,0,0.08,0.17,0.25,0.08,0.25,Matches,f0021247
314,Marlon,br BRA,DF,Sassuolo,22,1995,18,18,1508,16.8,1,0,1,1,0,0,4,1,0.06,0.00,0.06,0.06,0.06,Matches,cdf65d12
315,Lautaro Martínez,ar ARG,FW,Inter,20,1997,27,13,1344,14.9,6,2,8,5,1,1,4,0,0.40,0.13,0.54,0.33,0.47,Matches,f7036e1c
316,Adam Marušić,me MNE,MF,Lazio,25,1992,26,24,2111,23.5,1,1,2,1,0,0,2,1,0.04,0.04,0.09,0.04,0.09,Matches,d4535821
