--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
157,Rodrigo De Paul,ar ARG,FWMF,Udinese,23,1994,37,25,2319,25.8,4,8,12,0,4,4,4,0,0.16,0.31,0.47,0.00,0.31,Matches,162efffd
158,Daniele De Rossi,it ITA,MF,Roma,34,1983,22,21,1829,20.3,1,1,2,1,0,0,6,1,0.05,0.05,0.10,0.05,0.10,Matches,532d2690
159,Mattia De Sciglio,it ITA,DF,Juventus,24,1992,12,10,968,10.8,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,ae4e2852
160,Lorenzo De Silvestri,it ITA,DFMF,Torino,29,1988,35,35,2955,32.8,5,2,7,5,0,0,3,2,0.15,0.06,0.21,0.15,0.21,Matches,e74f0e59
161,Grégoire Defrel,mq MTQ,FW,Roma,26,1991,15,5,485,5.4,1,0,1,0,1,1,1,0,0.19,0.00,0.19,0.00,0.00,Matches,854ee61a
162,Alessandro Deiola,it ITA,MF,Cagliari,21,1995,13,4,449,5.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,7f267d66
163,Lorenzo Del Pinto,it ITA,MF,Benevento,27,1990,15,7,760,8.4,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,081b6080
164,Cristian Dell'Orco,it ITA,DF,Sassuolo,23,1994,8,5,421,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b0243215
165,Fabio Depaoli,it ITA,MFDF,Chievo,20,1997,19,13,1192,13.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,d97f2e8d
166,Gregory van der Wiel,nl NED,MFDF,Cagliari,29,1988,5,3,288,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2fb3ad46
167,Daniele Dessena,it ITA,MF,Cagliari,30,1987,17,7,573,6.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,02b2937c
168,Mattia Destro,it ITA,FW,Bologna,26,1991,26,19,1617,18.0,6,2,8,6,0,0,3,0,0.33,0.11,0.45,0.33,0.45,Matches,d7d32194
169,Gianluca Di Chiara,it ITA,DF,Benevento,23,1993,13,11,1007,11.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,68852c0a
170,Federico Di Francesco,it ITA,FWMF,Bologna,23,1994,24,20,1591,17.7,1,1,2,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11,Matches,1fca9171
171,Davide Di Gennaro,it ITA,FWMF,Lazio,29,1988,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,951a4ee4
172,Cheick Diabaté,ml MLI,FW,Benevento,29,1988,11,7,664,7.4,8,0,8,8,0,0,2,1,1.08,0.00,1.08,1.08,1.08,Matches,95cfe655
173,Moussa Diaby,fr FRA,FW,Crotone,18,1999,2,1,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aeed5c06
174,Amadou Diawara,gn GUI,MF,Napoli,20,1997,18,5,655,7.3,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,bf309d24
175,Berat Djimsiti,al ALB,DF,Benevento,24,1993,30,30,2700,30.0,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,6eee05f1
176,Gianluigi Donnarumma,it ITA,GK,Milan,18,1999,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,08f5afaa
177,Godfred Donsah,gh GHA,MF,Bologna,21,1996,28,20,1794,19.9,2,1,3,2,0,0,3,0,0.10,0.05,0.15,0.10,0.15,Matches,384dd218
178,Bartłomiej Drągowski,pl POL,GK,Fiorentina,19,1997,3,1,217,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,085e71a7
179,Boukary Dramé,sn SEN,MF,SPAL,32,1985,5,1,95,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a5cd894b
180,Alfred Duncan,gh GHA,MF,Sassuolo,24,1993,26,23,1947,21.6,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches,528492ea
181,Noë Dussenne,be BEL,DF,Crotone,25,1992,1,0,84,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8b9b8e43
182,Paulo Dybala,ar ARG,MFFW,Juventus,23,1993,33,26,2353,26.1,22,3,25,19,3,5,0,0,0.84,0.11,0.96,0.73,0.84,Matches,e0921a4f
183,Edin Džeko,ba BIH,FW,Roma,31,1986,36,33,3018,33.5,16,3,19,16,0,0,6,0,0.48,0.09,0.57,0.48,0.57,Matches,3bb7f478
184,Blerim Džemaili,ch SUI,MF,Bologna,31,1986,15,14,1193,13.3,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches,756959aa
185,Éder,it ITA,FW,Inter,30,1986,29,4,800,8.9,3,0,3,3,0,0,4,0,0.34,0.00,0.34,0.34,0.34,Matches,5a325298
186,Simone Edera,it ITA,MFFW,Torino,20,1997,14,2,327,3.6,1,1,2,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,Matches,8697c095
187,Valentin Eysseric,fr FRA,MFFW,Fiorentina,25,1992,21,8,706,7.8,1,1,2,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25,Matches,ae82fa48
188,Diego Falcinelli,it ITA,FW,Fiorentina,26,1991,12,3,440,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a39b9ef6
189,Diego Falcinelli,it ITA,FW,Sassuolo,26,1991,20,15,1314,14.6,2,1,3,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,Matches,a39b9ef6
190,Cesar Falletti,uy URU,FW,Bologna,24,1992,13,1,321,3.6,1,0,1,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,Matches,00823e9a
191,Iago Falque,es ESP,FWMF,Torino,27,1990,37,34,2821,31.3,12,8,20,12,0,0,2,0,0.38,0.26,0.64,0.38,0.64,Matches,440c84ed
192,Paolo Faragò,it ITA,MFDF,Cagliari,24,1993,35,25,2457,27.3,2,4,6,2,0,0,2,0,0.07,0.15,0.22,0.07,0.22,Matches,9085dd7c
193,Davide Faraoni,it ITA,DFMF,Crotone,25,1991,28,18,1754,19.5,2,4,6,2,0,0,3,0,0.10,0.21,0.31,0.10,0.31,Matches,aae9d04a
194,Mohamed Fares,dz ALG,DFFW,Hellas Verona,21,1996,30,29,2604,28.9,0,1,1,0,0,0,12,0,0.00,0.03,0.03,0.00,0.03,Matches,b7a5bc86
195,Diego Farias,br BRA,FW,Cagliari,27,1990,28,14,1609,17.9,1,4,5,1,0,1,4,0,0.06,0.22,0.28,0.06,0.28,Matches,157d29b6
196,Federico Fazio,ar ARG,DF,Roma,30,1987,34,32,2922,32.5,2,1,3,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,Matches,4e358a2d
197,Luiz Felipe,it ITA,DF,Lazio,20,1997,18,12,1168,13.0,0,1,1,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,Matches,15d0c248
198,Alex Ferrari,it ITA,DF,Hellas Verona,23,1994,25,25,2136,23.7,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches,d0dbca9f
199,Gian Filippo Felicioli,it ITA,MFDF,Hellas Verona,19,1997,6,2,277,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ff219f73
200,Sergio Floccari,it ITA,FW,SPAL,35,1981,20,9,883,9.8,3,0,3,3,0,0,0,0,0.31,0.00,0.31,0.31,0.31,Matches,df301450
201,Alessandro Florenzi,it ITA,DF,Roma,26,1991,32,26,2387,26.5,1,3,4,1,0,0,2,0,0.04,0.11,0.15,0.04,0.15,Matches,e288d4b3
202,Seko Fofana,ci CIV,MF,Udinese,22,1995,27,22,1868,20.8,3,0,3,2,1,1,4,1,0.14,0.00,0.14,0.10,0.10,Matches,5313ed43
203,Marco Fossati,it ITA,MF,Hellas Verona,24,1992,17,11,1101,12.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,39bec070
204,Remo Freuler,ch SUI,MF,Atalanta,25,1992,35,33,3006,33.4,5,2,7,5,0,0,4,1,0.15,0.06,0.21,0.15,0.21,Matches,98d2c2c4
205,Roberto Gagliardini,it ITA,MF,Inter,23,1994,30,23,1988,22.1,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,ce30bfc8
206,Andrey Galabinov,bg BUL,FW,Genoa,28,1988,20,12,1129,12.5,3,1,4,2,1,1,2,0,0.24,0.08,0.32,0.16,0.24,Matches,0a1efd3c
207,Alessandro Gamberini,it ITA,DF,Chievo,35,1981,23,20,1815,20.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,8ec95452
208,Luca Garritano,it ITA,FWMF,Chievo,23,1994,11,0,189,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1ceeae3e
209,Bruno Gaspar,ao ANG,DF,Fiorentina,24,1993,15,6,781,8.7,0,2,2,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,Matches,55ae91f0
210,Gianluca Gaudino,de GER,MF,Chievo,20,1996,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d72fbca
211,Marcello Gazzola,it ITA,DFMF,Sassuolo,32,1985,9,9,739,8.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,93390969
212,Santiago Gentiletti,ar ARG,DF,Genoa,32,1985,4,3,291,3.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,4ac07e1b
213,Gerson,br BRA,MFFW,Roma,20,1997,24,8,909,10.1,2,1,3,2,0,0,1,0,0.20,0.10,0.30,0.20,0.30,Matches,8827bf46
214,Faouzi Ghoulam,dz ALG,DF,Napoli,26,1991,11,11,985,10.9,2,2,4,2,0,0,1,0,0.18,0.18,0.37,0.18,0.37,Matches,c5adc293
215,Emanuele Giaccherini,it ITA,FWMF,Napoli,32,1985,4,0,64,0.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1c50f354
216,Emanuele Giaccherini,it ITA,MFFW,Chievo,32,1985,13,11,903,10.0,3,2,5,3,0,0,4,0,0.30,0.20,0.50,0.30,0.50,Matches,1c50f354
217,Niccolò Giannetti,it ITA,FWMF,Cagliari,26,1991,8,3,293,3.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d9e750e5
218,Massimo Gobbi,it ITA,DF,Chievo,36,1980,24,23,2048,22.8,0,2,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches,635b0bae
219,Edoardo Goldaniga,it ITA,DF,Sassuolo,23,1993,13,13,1153,12.8,1,0,1,1,0,0,7,2,0.08,0.00,0.08,0.08,0.08,Matches,4b029b31
220,Pierluigi Gollini,it ITA,GK,Atalanta,22,1995,7,7,622,6.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f0f7f62f
221,Papu Gómez,ar ARG,FWMF,Atalanta,29,1988,33,31,2750,30.6,6,8,14,4,2,3,2,0,0.20,0.26,0.46,0.13,0.39,Matches,6e4df551
222,Alfred Gomis,sn SEN,GK,SPAL,23,1993,26,25,2261,25.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cecbce23
223,Maxime Gonalons,fr FRA,MF,Roma,28,1989,16,12,1096,12.2,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,b8c1de25
224,Giancarlo González,cr CRC,DF,Bologna,29,1988,22,22,1857,20.6,0,0,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,Matches,117beb8f
225,Robin Gosens,de GER,MF,Atalanta,23,1994,21,17,1451,16.1,1,2,3,1,0,0,1,0,0.06,0.12,0.19,0.06,0.19,Matches,2d970560
226,Alberto Grassi,it ITA,MF,SPAL,22,1995,28,26,2253,25.0,3,0,3,3,0,0,3,0,0.12,0.00,0.12,0.12,0.12,Matches,6cc97b6a
227,Andrew Gravillon,gp GLP,DF,Benevento,19,1998,2,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,49136c42
228,Guilherme,br BRA,MFFW,Benevento,26,1991,12,11,944,10.5,2,2,4,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches,9e61c019
229,Samuel Gustafson,se SWE,MF,Torino,22,1995,4,0,77,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b1e61f23
230,Bright Gyamfi,gh GHA,MFDF,Benevento,21,1996,9,2,326,3.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,251d982a
231,Nicolas Haas,ch SUI,MF,Atalanta,21,1996,9,1,171,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fa449bba
232,Emil Hallfreðsson,is ISL,MF,Udinese,33,1984,19,8,764,8.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,86015b20
233,Marek Hamšík,sk SVK,MF,Napoli,30,1987,38,32,2371,26.3,7,1,8,7,0,0,2,0,0.27,0.04,0.30,0.27,0.30,Matches,e6ad16b2
234,Samir Handanović,si SVN,GK,Inter,33,1984,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,74419746
235,Hans Hateboer,nl NED,MF,Atalanta,23,1994,33,26,2398,26.6,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,3b333ac3
236,Filip Helander,se SWE,DF,Bologna,24,1993,29,27,2499,27.8,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,27f0ddef
237,Dalbert Henrique,br BRA,DF,Inter,23,1993,13,5,531,5.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f45f9427
238,Përparim Hetemaj,fi FIN,MF,Chievo,30,1986,32,27,2415,26.8,3,2,5,3,0,0,9,0,0.11,0.07,0.19,0.11,0.19,Matches,90b70194
239,Thomas Heurtaux,fr FRA,DF,Hellas Verona,29,1988,17,16,1392,15.5,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,32d1c24f
240,Gonzalo Higuaín,ar ARG,FW,Juventus,29,1987,35,32,2815,31.3,16,5,21,15,1,2,4,0,0.51,0.16,0.67,0.48,0.64,Matches,8a08491a
241,Oscar Hiljemark,se SWE,MF,Genoa,25,1992,15,15,1279,14.2,0,3,3,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches,98e958af
242,Benedikt Höwedes,de GER,DF,Juventus,29,1988,3,3,247,2.7,1,0,1,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches,d5c04323
243,Vitor Hugo,br BRA,DF,Fiorentina,26,1991,19,13,1208,13.4,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches,f2c1300a
244,Elseid Hysaj,al ALB,DF,Napoli,23,1994,35,35,3125,34.7,0,1,1,0,0,0,3,1,0.00,0.03,0.03,0.00,0.03,Matches,2f3452eb
245,Mauro Icardi,ar ARG,FW,Inter,24,1993,34,34,2958,32.9,29,1,30,23,6,7,2,0,0.88,0.03,0.91,0.70,0.73,Matches,43b78598
246,Pietro Iemmello,it ITA,FW,Benevento,25,1992,16,12,880,9.8,2,1,3,1,1,1,0,0,0.20,0.10,0.31,0.10,0.20,Matches,0861b8d6
247,Josip Iličić,si SVN,MFFW,Atalanta,29,1988,31,21,2002,22.2,11,6,17,9,2,2,3,0,0.49,0.27,0.76,0.40,0.67,Matches,68252d6d
248,Ciro Immobile,it ITA,FW,Lazio,27,1990,33,33,2683,29.8,29,6,35,22,7,8,3,1,0.97,0.20,1.17,0.74,0.94,Matches,4431aed2
249,Svante Ingelsson,se SWE,MF,Udinese,19,1998,7,3,325,3.6,1,1,2,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,Matches,4133cfcf
250,Roberto Inglese,it ITA,FW,Chievo,25,1991,34,33,2782,30.9,12,1,13,11,1,2,3,0,0.39,0.03,0.42,0.36,0.39,Matches,6c1f7328
251,Lorenzo Insigne,it ITA,FW,Napoli,26,1991,37,36,3090,34.3,8,11,19,7,1,1,4,0,0.23,0.32,0.55,0.20,0.52,Matches,2f557579
252,Artur Ioniță,md MDA,MF,Cagliari,26,1990,36,31,2669,29.7,0,2,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,cedb3e36
253,Armando Izzo,it ITA,DF,Genoa,25,1992,16,16,1387,15.4,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,Matches,89976232
254,Jakub Jankto,cz CZE,MFFW,Udinese,21,1996,36,28,2654,29.5,4,4,8,4,0,0,5,0,0.14,0.14,0.27,0.14,0.27,Matches,1ea5f91c
255,Paweł Jaroszyński,pl POL,DFMF,Chievo,22,1994,11,9,809,9.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,958a601f
256,Juan Jesus,br BRA,DF,Roma,26,1991,22,18,1658,18.4,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,79083382
257,Jorginho,it ITA,MF,Napoli,25,1991,33,33,2650,29.4,2,3,5,1,1,2,5,0,0.07,0.10,0.17,0.03,0.14,Matches,45db685d
258,Mariano Julio Izco,ar ARG,MF,Crotone,34,1983,5,2,178,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d2bdb4b
259,Nikola Kalinić,hr CRO,FW,Milan,29,1988,31,20,1812,20.1,6,3,9,6,0,0,3,0,0.30,0.15,0.45,0.30,0.45,Matches,d4931a5a
260,Mamadou Kanouté,sn SEN,MF,Benevento,23,1993,2,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3d5ed93d
261,Yann Karamoh,fr FRA,MFFW,Inter,19,1998,16,4,489,5.4,1,0,1,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches,8b66d9cc
262,Rick Karsdorp,nl NED,DF,Roma,22,1995,1,1,81,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f84febe
263,Moise Kean,it ITA,FW,Hellas Verona,17,2000,19,12,1131,12.6,4,0,4,4,0,0,5,0,0.32,0.00,0.32,0.32,0.32,Matches,3d50bcdb
264,Cheick Keita,ml MLI,DF,Bologna,21,1996,3,1,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,82f32d55
265,Franck Kessié,ci CIV,MF,Milan,20,1996,37,37,3264,36.3,5,1,6,2,3,4,9,0,0.14,0.03,0.17,0.06,0.08,Matches,05e19d6a
266,Sami Khedira,de GER,MF,Juventus,30,1987,26,24,1912,21.2,9,2,11,9,0,0,1,0,0.42,0.09,0.52,0.42,0.52,Matches,38ac43d3
267,Aleksandar Kolarov,rs SRB,DF,Roma,31,1985,35,34,3060,34.0,2,6,8,2,0,0,3,0,0.06,0.18,0.24,0.06,0.24,Matches,eda40760
268,Kalidou Koulibaly,sn SEN,DF,Napoli,26,1991,35,35,3066,34.1,5,1,6,5,0,0,5,1,0.15,0.03,0.18,0.15,0.18,Matches,da974c7b
269,Dawid Kownacki,pl POL,FW,Sampdoria,20,1997,22,6,823,9.1,5,2,7,5,0,0,0,0,0.55,0.22,0.77,0.55,0.77,Matches,be5e1c4c
270,Emil Krafth,se SWE,DF,Bologna,22,1994,12,10,946,10.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,77cf6852
271,Oliver Kragl,de GER,MF,Crotone,27,1990,5,0,99,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1c17dfe0
272,Ladislav Krejčí,cz CZE,FW,Bologna,25,1992,12,2,397,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,58027adc
273,Jasmin Kurtić,si SVN,MFFW,SPAL,28,1989,16,16,1440,16.0,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,144607cc
274,Jasmin Kurtić,si SVN,MF,Atalanta,28,1989,14,7,662,7.4,2,0,2,2,0,0,2,0,0.27,0.00,0.27,0.27,0.27,Matches,144607cc
275,Han Kwang-song,kp PRK,FW,Cagliari,18,1998,7,3,277,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,87243064
276,Eugenio Lamanna,it ITA,GK,Genoa,27,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,349601c3
277,Gianluca Lapadula,pe PER,FW,Genoa,27,1990,28,13,1495,16.6,6,1,7,3,3,4,3,0,0.36,0.06,0.42,0.18,0.24,Matches,2ead2809
278,Danilo Larangeira,br BRA,DF,Udinese,33,1984,32,32,2775,30.8,1,0,1,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,Matches,fed5f993
279,Kevin Lasagna,it ITA,FW,Udinese,24,1992,29,26,2130,23.7,12,2,14,12,0,0,1,0,0.51,0.08,0.59,0.51,0.59,Matches,09538fdb
280,Vincent Laurini,fr FRA,DF,Fiorentina,28,1989,22,20,1608,17.9,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,3535098b
281,Diego Laxalt,uy URU,MF,Genoa,24,1993,32,32,2806,31.2,3,3,6,3,0,0,2,0,0.10,0.10,0.19,0.10,0.19,Matches,f26e3c59
282,Achraf Lazaar,ma MAR,MF,Benevento,25,1992,9,6,478,5.3,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,Matches,957d41d2
283,Darko Lazović,rs SRB,MF,Genoa,26,1990,21,12,1242,13.8,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,5128bde4
284,Manuel Lazzari,it ITA,MF,SPAL,23,1993,36,36,3116,34.6,2,1,3,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,Matches,02caf6e0
285,Lucas Leiva,br BRA,MF,Lazio,30,1987,36,35,2882,32.0,2,3,5,2,0,0,9,0,0.06,0.09,0.16,0.06,0.16,Matches,4c78b5ed
286,Mauricio Lemos,uy URU,DF,Sassuolo,21,1995,8,8,701,7.8,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,dbe5a587
287,Mehdi Léris,dz ALG,FWMF,Chievo,19,1998,4,0,42,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7d3cbc67
288,Gaetano Letizia,it ITA,DFMF,Benevento,27,1990,29,25,2141,23.8,1,0,1,1,0,0,7,1,0.04,0.00,0.04,0.04,0.04,Matches,3dd45b70
289,Timo Letschert,nl NED,DF,Sassuolo,24,1993,7,5,416,4.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be9938ed
290,Stephan Lichtsteiner,ch SUI,DFMF,Juventus,33,1984,27,21,1704,18.9,0,2,2,0,0,0,6,0,0.00,0.11,0.11,0.00,0.11,Matches,99b1d0e6
291,Karol Linetty,pl POL,MF,Sampdoria,22,1995,29,21,2139,23.8,3,1,4,3,0,0,8,0,0.13,0.04,0.17,0.13,0.17,Matches,d023d70f
292,Pol Lirola,es ESP,DFMF,Sassuolo,19,1997,24,22,2025,22.5,0,2,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,ff800ed8
293,Adem Ljajić,rs SRB,MFFW,Torino,25,1991,27,23,2166,24.1,6,10,16,6,0,0,2,0,0.25,0.42,0.66,0.25,0.66,Matches,2648e18f
294,Simone Lo Faso,it ITA,FW,Fiorentina,19,1998,2,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,51c614fd
295,Manuel Locatelli,it ITA,MF,Milan,19,1998,21,5,684,7.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,a8a874f1
296,Cristiano Lombardi,it ITA,MFFW,Benevento,21,1995,17,13,1112,12.4,0,2,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,Matches,f124b4c9
297,Lisandro López,ar ARG,DF,Inter,27,1989,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8320fe65
298,Maxi López,ar ARG,FW,Udinese,33,1984,28,20,1684,18.7,2,2,4,1,1,1,1,0,0.11,0.11,0.21,0.05,0.16,Matches,ad469944
299,Fabio Lucioni,it ITA,DF,Benevento,29,1987,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8efa621b
300,José Luis Palomino,ar ARG,DF,Atalanta,27,1990,26,22,1979,22.0,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,921f6058
301,Everton Luiz,br BRA,MF,SPAL,29,1988,11,7,642,7.1,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,3799e138
302,Jordan Lukaku,be BEL,MF,Lazio,23,1994,30,10,1355,15.1,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,Matches,0cd0e21b
303,Senad Lulić,ba BIH,MF,Lazio,31,1986,35,30,2426,27.0,3,4,7,2,1,1,8,1,0.11,0.15,0.26,0.07,0.22,Matches,7fd58fe3
304,Lyanco,br BRA,DF,Torino,20,1997,4,4,316,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b5bf1770
305,Babis Lykogiannis,gr GRE,MFDF,Cagliari,23,1993,11,8,687,7.6,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches,5efc5389
306,Christian Maggio,it ITA,DF,Napoli,35,1982,13,6,641,7.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,31d7f557
307,Francesco Magnanelli,it ITA,MF,Sassuolo,32,1984,32,30,2494,27.7,0,0,0,0,0,0,13,2,0.00,0.00,0.00,0.00,0.00,Matches,07767f42
308,Domenico Maietta,it ITA,DF,Bologna,34,1982,7,6,468,5.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3d936ba9
309,Nikola Maksimović,rs SRB,DF,Napoli,25,1991,2,1,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,16b9d5cf
310,Gianluca Mancini,it ITA,DF,Atalanta,21,1996,11,8,684,7.6,1,0,1,1,0,0,6,1,0.13,0.00,0.13,0.13,0.13,Matches,5aa53281
311,Rolando Mandragora,it ITA,MF,Crotone,20,1997,36,36,3240,36.0,2,0,2,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches,c7259b83
312,Mario Mandžukić,hr CRO,FWMF,Juventus,31,1986,32,27,2324,25.8,5,1,6,5,0,0,5,1,0.19,0.04,0.23,0.19,0.23,Matches,afa0d4e0
313,Kostas Manolas,gr GRE,DF,Roma,26,1991,29,27,2338,26.0,2,0,2,2,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,c707411f
314,Gabriele Marchegiani,it ITA,GK,SPAL,21,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8cf63012
315,Claudio Marchisio,it ITA,MF,Juventus,31,1986,15,9,817,9.1,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,Matches,e304acd5
